APVA Age Transition Matrix Study v0.1 - 6E
================================================================

Rows: 35260
Sources:
  .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv

State x Age Counts
==================
RecoveryResolution           1          1079
RecoveryResolution           2           339
RecoveryResolution           3           251
RecoveryResolution           4            16
RecoveryResolution           5             6
RecoveryResolution           6-10          5
ExhaustionPersistence        1          1116
ExhaustionPersistence        2           304
ExhaustionPersistence        3           234
ExhaustionPersistence        4           143
ExhaustionPersistence        5            58
ExhaustionPersistence        6-10         29
CompressionProcessing        1          2928
CompressionProcessing        2          1659
CompressionProcessing        3           840
CompressionProcessing        4           528
CompressionProcessing        5           282
CompressionProcessing        6-10        247
CompressionProcessing        11-20         5
NeutralProcessing            1          5672
NeutralProcessing            2          3205
NeutralProcessing            3          1754
NeutralProcessing            4          1312
NeutralProcessing            5          1192
NeutralProcessing            6-10       2884
NeutralProcessing            11-20       891
NeutralProcessing            21+          82
ReassertionProcessing        1          1759
ReassertionProcessing        2           237
ReassertionProcessing        3            15
DecayToNeutral               1          1486
DestructiveRotation          1           836
DestructiveRotation          2           100
DestructiveRotation          3            11
DestructiveRotation          4             1
ConstructiveEmergence        1            83
MixedStructure               1          3265
MixedStructure               2           355
MixedStructure               3            42
MixedStructure               4             8
MixedStructure               5             1

Transition Matrix Lag 1
================================
State                        Age    NextState                           N       Prob       Lift
NeutralProcessing            2      DestructiveRotation                13      0.41%      0.151
ReassertionProcessing        2      CompressionProcessing              13      5.49%      0.298
CompressionProcessing        2      DestructiveRotation                12      0.72%      0.269
CompressionProcessing        6-10   RecoveryResolution                 12      4.86%      1.010
DecayToNeutral               1      ConstructiveEmergence              12      0.81%      3.433
DestructiveRotation          2      CompressionProcessing              12     12.00%      0.652
ExhaustionPersistence        5      ExhaustionPersistence              12     20.69%      3.872
MixedStructure               2      ReassertionProcessing              12      3.38%      0.593
CompressionProcessing        3      ReassertionProcessing              11      1.31%      0.230
CompressionProcessing        5      RecoveryResolution                 11      3.90%      0.811
MixedStructure               2      RecoveryResolution                 11      3.10%      0.644
NeutralProcessing            6-10   ConstructiveEmergence              11      0.38%      1.620
NeutralProcessing            6-10   DestructiveRotation                11      0.38%      0.142
DestructiveRotation          2      DestructiveRotation                10     10.00%      3.719
ExhaustionPersistence        4      DestructiveRotation                10      6.99%      2.601
NeutralProcessing            21+    MixedStructure                     10     12.20%      1.172
ReassertionProcessing        1      ConstructiveEmergence              10      0.57%      2.415
CompressionProcessing        3      DestructiveRotation                 9      1.07%      0.398
CompressionProcessing        5      DestructiveRotation                 9      3.19%      1.187
MixedStructure               3      DecayToNeutral                      9     21.43%      5.084
NeutralProcessing            2      ConstructiveEmergence               9      0.28%      1.193
ConstructiveEmergence        1      DecayToNeutral                      8      9.64%      2.287
ExhaustionPersistence        5      DecayToNeutral                      8     13.79%      3.273
MixedStructure               3      MixedStructure                      8     19.05%      1.830
ConstructiveEmergence        1      CompressionProcessing               7      8.43%      0.458
ExhaustionPersistence        5      CompressionProcessing               7     12.07%      0.656
ReassertionProcessing        2      ExhaustionPersistence               7      2.95%      0.553
RecoveryResolution           4      CompressionProcessing               7     43.75%      2.377
ExhaustionPersistence        5      DestructiveRotation                 6     10.34%      3.847
ExhaustionPersistence        5      RecoveryResolution                  6     10.34%      2.151
ExhaustionPersistence        6-10   RecoveryResolution                  6     20.69%      4.301
RecoveryResolution           4      RecoveryResolution                  6     37.50%      7.796
DestructiveRotation          2      RecoveryResolution                  5      5.00%      1.039
DestructiveRotation          3      DestructiveRotation                 5     45.45%     16.905
MixedStructure               1      ConstructiveEmergence               5      0.15%      0.651
MixedStructure               3      CompressionProcessing               5     11.90%      0.647
NeutralProcessing            5      DestructiveRotation                 5      0.42%      0.156
ReassertionProcessing        3      ReassertionProcessing               5     33.33%      5.844
CompressionProcessing        11-20  CompressionProcessing               4     80.00%      4.347
CompressionProcessing        6-10   ReassertionProcessing               4      1.62%      0.284
ConstructiveEmergence        1      ExhaustionPersistence               4      4.82%      0.902
DestructiveRotation          2      ExhaustionPersistence               4      4.00%      0.749
ExhaustionPersistence        6-10   DecayToNeutral                      4     13.79%      3.273
NeutralProcessing            11-20  DestructiveRotation                 4      0.45%      0.167
NeutralProcessing            21+    ReassertionProcessing               4      4.88%      0.855
RecoveryResolution           5      CompressionProcessing               4     66.67%      3.622
CompressionProcessing        1      ConstructiveEmergence               3      0.10%      0.435
DestructiveRotation          1      ConstructiveEmergence               3      0.36%      1.524
DestructiveRotation          2      ReassertionProcessing               3      3.00%      0.526
DestructiveRotation          3      NeutralProcessing                   3     27.27%      0.566
ExhaustionPersistence        5      MixedStructure                      3      5.17%      0.497
ExhaustionPersistence        6-10   DestructiveRotation                 3     10.34%      3.847
MixedStructure               3      RecoveryResolution                  3      7.14%      1.485
MixedStructure               4      NeutralProcessing                   3     37.50%      0.778
NeutralProcessing            21+    CompressionProcessing               3      3.66%      0.199
NeutralProcessing            3      ConstructiveEmergence               3      0.17%      0.727
NeutralProcessing            4      ConstructiveEmergence               3      0.23%      0.971
NeutralProcessing            4      DestructiveRotation                 3      0.23%      0.085
ReassertionProcessing        3      CompressionProcessing               3     20.00%      1.087
RecoveryResolution           6-10   NeutralProcessing                   3     60.00%      1.245
CompressionProcessing        2      ConstructiveEmergence               2      0.12%      0.512
CompressionProcessing        4      ConstructiveEmergence               2      0.38%      1.609
ConstructiveEmergence        1      DestructiveRotation                 2      2.41%      0.896
ConstructiveEmergence        1      RecoveryResolution                  2      2.41%      0.501
ExhaustionPersistence        2      DecayToNeutral                      2      0.66%      0.156
ExhaustionPersistence        6-10   ExhaustionPersistence               2      6.90%      1.291
MixedStructure               3      ExhaustionPersistence               2      4.76%      0.891
MixedStructure               4      DecayToNeutral                      2     25.00%      5.932
NeutralProcessing            21+    ExhaustionPersistence               2      2.44%      0.456
NeutralProcessing            5      ConstructiveEmergence               2      0.17%      0.713
ReassertionProcessing        3      DestructiveRotation                 2     13.33%      4.959
ReassertionProcessing        3      ExhaustionPersistence               2     13.33%      2.495
ReassertionProcessing        3      NeutralProcessing                   2     13.33%      0.277
RecoveryResolution           4      NeutralProcessing                   2     12.50%      0.259
RecoveryResolution           5      NeutralProcessing                   2     33.33%      0.692
CompressionProcessing        11-20  ExhaustionPersistence               1     20.00%      3.743
CompressionProcessing        6-10   DestructiveRotation                 1      0.40%      0.151
DestructiveRotation          3      CompressionProcessing               1      9.09%      0.494
DestructiveRotation          3      DecayToNeutral                      1      9.09%      2.157
DestructiveRotation          3      MixedStructure                      1      9.09%      0.874
DestructiveRotation          4      CompressionProcessing               1    100.00%      5.434
ExhaustionPersistence        2      DestructiveRotation                 1      0.33%      0.122
ExhaustionPersistence        4      ConstructiveEmergence               1      0.70%      2.971
ExhaustionPersistence        6-10   MixedStructure                      1      3.45%      0.331
MixedStructure               2      ConstructiveEmergence               1      0.28%      1.197
MixedStructure               2      DestructiveRotation                 1      0.28%      0.105
MixedStructure               4      ExhaustionPersistence               1     12.50%      2.339
MixedStructure               4      MixedStructure                      1     12.50%      1.201
MixedStructure               4      ReassertionProcessing               1     12.50%      2.192
MixedStructure               5      NeutralProcessing                   1    100.00%      2.075
NeutralProcessing            11-20  ConstructiveEmergence               1      0.11%      0.477
NeutralProcessing            21+    DecayToNeutral                      1      1.22%      0.289
NeutralProcessing            21+    RecoveryResolution                  1      1.22%      0.254
ReassertionProcessing        2      RecoveryResolution                  1      0.42%      0.088
ReassertionProcessing        3      DecayToNeutral                      1      6.67%      1.582
RecoveryResolution           4      ExhaustionPersistence               1      6.25%      1.170
RecoveryResolution           6-10   CompressionProcessing               1     20.00%      1.087
RecoveryResolution           6-10   RecoveryResolution                  1     20.00%      4.158

Transition Matrix Lag 3
================================
State                        Age    NextState                           N       Prob       Lift
NeutralProcessing            1      NeutralProcessing                3310     58.36%      1.211
NeutralProcessing            2      NeutralProcessing                2322     72.45%      1.503
NeutralProcessing            6-10   NeutralProcessing                1750     60.68%      1.259
NeutralProcessing            3      NeutralProcessing                1302     74.23%      1.540
CompressionProcessing        1      CompressionProcessing            1247     42.59%      2.314
MixedStructure               1      NeutralProcessing                1102     33.77%      0.701
CompressionProcessing        1      NeutralProcessing                 921     31.45%      0.653
NeutralProcessing            4      NeutralProcessing                 873     66.54%      1.381
NeutralProcessing            1      CompressionProcessing             750     13.22%      0.718
RecoveryResolution           1      CompressionProcessing             678     62.84%      3.414
DecayToNeutral               1      NeutralProcessing                 667     44.92%      0.932
NeutralProcessing            5      NeutralProcessing                 664     55.70%      1.156
CompressionProcessing        2      CompressionProcessing             651     39.24%      2.132
ReassertionProcessing        1      NeutralProcessing                 645     36.67%      0.761
NeutralProcessing            1      MixedStructure                    628     11.07%      1.064
CompressionProcessing        2      NeutralProcessing                 569     34.30%      0.712
NeutralProcessing            11-20  NeutralProcessing                 566     63.52%      1.318
MixedStructure               1      MixedStructure                    551     16.89%      1.623
MixedStructure               1      CompressionProcessing             524     16.06%      0.873
NeutralProcessing            1      ReassertionProcessing             367      6.47%      1.134
MixedStructure               1      DecayToNeutral                    356     10.91%      2.589
ReassertionProcessing        1      MixedStructure                    351     19.95%      1.918
NeutralProcessing            6-10   MixedStructure                    297     10.30%      0.990
DecayToNeutral               1      MixedStructure                    294     19.80%      1.903
ExhaustionPersistence        1      RecoveryResolution                289     25.90%      5.383
NeutralProcessing            6-10   CompressionProcessing             288      9.99%      0.543
CompressionProcessing        3      NeutralProcessing                 286     34.05%      0.706
ExhaustionPersistence        1      NeutralProcessing                 286     25.63%      0.532
DestructiveRotation          1      NeutralProcessing                 282     33.73%      0.700
RecoveryResolution           1      NeutralProcessing                 275     25.49%      0.529
ReassertionProcessing        1      ReassertionProcessing             266     15.12%      2.651
NeutralProcessing            1      ExhaustionPersistence             256      4.51%      0.845
CompressionProcessing        3      CompressionProcessing             252     30.00%      1.630
NeutralProcessing            2      MixedStructure                    236      7.36%      0.708
NeutralProcessing            6-10   ReassertionProcessing             234      8.11%      1.423
NeutralProcessing            2      CompressionProcessing             228      7.11%      0.387
DecayToNeutral               1      CompressionProcessing             211     14.21%      0.772
ReassertionProcessing        1      CompressionProcessing             210     11.94%      0.649
MixedStructure               1      ExhaustionPersistence             202      6.19%      1.159
MixedStructure               1      ReassertionProcessing             201      6.16%      1.080
CompressionProcessing        1      MixedStructure                    197      6.73%      0.647
MixedStructure               1      RecoveryResolution                193      5.91%      1.230
CompressionProcessing        1      ExhaustionPersistence             192      6.56%      1.227
CompressionProcessing        4      NeutralProcessing                 192     36.36%      0.755
NeutralProcessing            2      ReassertionProcessing             192      5.99%      1.050
RecoveryResolution           2      CompressionProcessing             180     53.10%      2.885
ExhaustionPersistence        1      ExhaustionPersistence             176     15.77%      2.951
NeutralProcessing            5      MixedStructure                    160     13.42%      1.290
NeutralProcessing            1      RecoveryResolution                155      2.73%      0.568
ExhaustionPersistence        1      DestructiveRotation               152     13.62%      5.065
CompressionProcessing        4      CompressionProcessing             151     28.60%      1.554
CompressionProcessing        1      RecoveryResolution                146      4.99%      1.037
NeutralProcessing            5      CompressionProcessing             134     11.24%      0.611
ExhaustionPersistence        1      DecayToNeutral                    131     11.74%      2.785
NeutralProcessing            3      MixedStructure                    131      7.47%      0.718
ReassertionProcessing        1      DecayToNeutral                    127      7.22%      1.713
DestructiveRotation          1      CompressionProcessing             126     15.07%      0.819
MixedStructure               2      NeutralProcessing                 126     35.49%      0.736
DestructiveRotation          1      MixedStructure                    123     14.71%      1.414
MixedStructure               1      DestructiveRotation               122      3.74%      1.391
NeutralProcessing            3      CompressionProcessing             118      6.73%      0.366
NeutralProcessing            4      MixedStructure                    118      8.99%      0.864
NeutralProcessing            6-10   ExhaustionPersistence             116      4.02%      0.753
NeutralProcessing            4      CompressionProcessing             115      8.77%      0.476
CompressionProcessing        2      ExhaustionPersistence             112      6.75%      1.263
NeutralProcessing            1      DecayToNeutral                    111      1.96%      0.464
CompressionProcessing        2      MixedStructure                    109      6.57%      0.632
RecoveryResolution           2      NeutralProcessing                 108     31.86%      0.661
NeutralProcessing            3      ReassertionProcessing             106      6.04%      1.060
CompressionProcessing        1      DecayToNeutral                    103      3.52%      0.835
NeutralProcessing            2      ExhaustionPersistence             102      3.18%      0.596
CompressionProcessing        2      RecoveryResolution                 98      5.91%      1.228
NeutralProcessing            11-20  CompressionProcessing              97     10.89%      0.592
NeutralProcessing            2      RecoveryResolution                 96      3.00%      0.623
CompressionProcessing        5      NeutralProcessing                  94     33.33%      0.692
DestructiveRotation          1      DecayToNeutral                     94     11.24%      2.668
NeutralProcessing            5      ReassertionProcessing              94      7.89%      1.383
ExhaustionPersistence        3      NeutralProcessing                  90     38.46%      0.798
CompressionProcessing        6-10   NeutralProcessing                  89     36.03%      0.748
NeutralProcessing            4      ReassertionProcessing              86      6.55%      1.149
DecayToNeutral               1      ReassertionProcessing              85      5.72%      1.004
RecoveryResolution           1      ExhaustionPersistence              84      7.78%      1.457
CompressionProcessing        3      MixedStructure                     83      9.88%      0.950
ExhaustionPersistence        1      CompressionProcessing              82      7.35%      0.399
NeutralProcessing            11-20  MixedStructure                     81      9.09%      0.874
RecoveryResolution           3      CompressionProcessing              81     32.27%      1.753
ExhaustionPersistence        2      RecoveryResolution                 80     26.32%      5.471
CompressionProcessing        5      CompressionProcessing              79     28.01%      1.522
ReassertionProcessing        2      NeutralProcessing                  79     33.33%      0.692
ExhaustionPersistence        2      NeutralProcessing                  78     25.66%      0.532
NeutralProcessing            1      DestructiveRotation                78      1.38%      0.511
RecoveryResolution           3      NeutralProcessing                  77     30.68%      0.637
NeutralProcessing            6-10   RecoveryResolution                 76      2.64%      0.548
CompressionProcessing        1      ReassertionProcessing              75      2.56%      0.449
ReassertionProcessing        1      DestructiveRotation                75      4.26%      1.586
DecayToNeutral               1      ExhaustionPersistence              71      4.78%      0.895
DecayToNeutral               1      DecayToNeutral                     70      4.71%      1.118
CompressionProcessing        6-10   CompressionProcessing              69     27.94%      1.518
DestructiveRotation          1      ReassertionProcessing              65      7.78%      1.363
ReassertionProcessing        2      DestructiveRotation                63     26.58%      9.886
NeutralProcessing            6-10   DecayToNeutral                     62      2.15%      0.510
MixedStructure               2      CompressionProcessing              60     16.90%      0.918
DestructiveRotation          1      DestructiveRotation                59      7.06%      2.625
ExhaustionPersistence        2      ExhaustionPersistence              59     19.41%      3.632
CompressionProcessing        4      MixedStructure                     58     10.98%      1.056
CompressionProcessing        3      ExhaustionPersistence              57      6.79%      1.270
MixedStructure               2      MixedStructure                     57     16.06%      1.543
CompressionProcessing        2      DecayToNeutral                     55      3.32%      0.787
CompressionProcessing        3      RecoveryResolution                 53      6.31%      1.312
NeutralProcessing            11-20  ReassertionProcessing              52      5.84%      1.023
NeutralProcessing            6-10   DestructiveRotation                52      1.80%      0.671
MixedStructure               2      DecayToNeutral                     51     14.37%      3.409
NeutralProcessing            21+    NeutralProcessing                  51     62.20%      1.290
CompressionProcessing        3      DecayToNeutral                     47      5.60%      1.328
NeutralProcessing            4      ExhaustionPersistence              47      3.58%      0.670
NeutralProcessing            3      ExhaustionPersistence              45      2.57%      0.480
ReassertionProcessing        1      ExhaustionPersistence              45      2.56%      0.479
DecayToNeutral               1      RecoveryResolution                 43      2.90%      0.602
DestructiveRotation          1      RecoveryResolution                 43      5.14%      1.069
CompressionProcessing        1      DestructiveRotation                42      1.43%      0.533
ExhaustionPersistence        4      NeutralProcessing                  42     29.37%      0.609
NeutralProcessing            5      DecayToNeutral                     42      3.52%      0.836
ReassertionProcessing        2      ReassertionProcessing              42     17.72%      3.107
RecoveryResolution           1      RecoveryResolution                 42      3.89%      0.809
DestructiveRotation          1      ExhaustionPersistence              41      4.90%      0.918
NeutralProcessing            5      ExhaustionPersistence              39      3.27%      0.612
NeutralProcessing            5      RecoveryResolution                 38      3.19%      0.663
CompressionProcessing        3      ReassertionProcessing              37      4.40%      0.772
CompressionProcessing        5      MixedStructure                     37     13.12%      1.261
NeutralProcessing            3      RecoveryResolution                 37      2.11%      0.439
ReassertionProcessing        1      RecoveryResolution                 37      2.10%      0.437
ConstructiveEmergence        1      NeutralProcessing                  36     43.37%      0.900
DecayToNeutral               1      DestructiveRotation                36      2.42%      0.902
DestructiveRotation          2      NeutralProcessing                  35     35.00%      0.726
CompressionProcessing        2      ReassertionProcessing              34      2.05%      0.359
NeutralProcessing            4      RecoveryResolution                 34      2.59%      0.539
ExhaustionPersistence        2      DecayToNeutral                     32     10.53%      2.497
ExhaustionPersistence        2      DestructiveRotation                32     10.53%      3.915
ExhaustionPersistence        3      MixedStructure                     31     13.25%      1.273
CompressionProcessing        2      DestructiveRotation                30      1.81%      0.673
CompressionProcessing        4      ExhaustionPersistence              30      5.68%      1.063
ExhaustionPersistence        3      RecoveryResolution                 30     12.82%      2.665
NeutralProcessing            11-20  RecoveryResolution                 30      3.37%      0.700
RecoveryResolution           2      ExhaustionPersistence              30      8.85%      1.656
CompressionProcessing        4      ReassertionProcessing              29      5.49%      0.963
ExhaustionPersistence        3      ExhaustionPersistence              29     12.39%      2.319
NeutralProcessing            11-20  ExhaustionPersistence              29      3.25%      0.609
CompressionProcessing        4      RecoveryResolution                 27      5.11%      1.063
CompressionProcessing        6-10   MixedStructure                     25     10.12%      0.973
ExhaustionPersistence        5      NeutralProcessing                  24     41.38%      0.859
NeutralProcessing            4      DecayToNeutral                     24      1.83%      0.434
RecoveryResolution           3      RecoveryResolution                 24      9.56%      1.988
CompressionProcessing        3      DestructiveRotation                23      2.74%      1.018
CompressionProcessing        4      DecayToNeutral                     23      4.36%      1.034
ExhaustionPersistence        3      CompressionProcessing              23      9.83%      0.534
ExhaustionPersistence        4      CompressionProcessing              23     16.08%      0.874
CompressionProcessing        5      RecoveryResolution                 22      7.80%      1.622
CompressionProcessing        6-10   ExhaustionPersistence              22      8.91%      1.667
ExhaustionPersistence        2      CompressionProcessing              22      7.24%      0.393
NeutralProcessing            2      DestructiveRotation                22      0.69%      0.255
ReassertionProcessing        2      CompressionProcessing              22      9.28%      0.504
RecoveryResolution           3      MixedStructure                     22      8.76%      0.842
ReassertionProcessing        2      DecayToNeutral                     21      8.86%      2.102
RecoveryResolution           2      RecoveryResolution                 21      6.19%      1.288
ConstructiveEmergence        1      MixedStructure                     20     24.10%      2.316
MixedStructure               2      ExhaustionPersistence              20      5.63%      1.054
MixedStructure               2      RecoveryResolution                 20      5.63%      1.171
NeutralProcessing            11-20  DecayToNeutral                     20      2.24%      0.533
ExhaustionPersistence        3      DecayToNeutral                     19      8.12%      1.926
CompressionProcessing        4      DestructiveRotation                18      3.41%      1.268
RecoveryResolution           3      DecayToNeutral                     18      7.17%      1.701
CompressionProcessing        5      DecayToNeutral                     17      6.03%      1.430
ExhaustionPersistence        4      ExhaustionPersistence              17     11.89%      2.225
ExhaustionPersistence        4      MixedStructure                     17     11.89%      1.143
MixedStructure               3      NeutralProcessing                  17     40.48%      0.840
NeutralProcessing            1      ConstructiveEmergence              17      0.30%      1.273
ExhaustionPersistence        4      RecoveryResolution                 16     11.19%      2.326
NeutralProcessing            11-20  DestructiveRotation                16      1.80%      0.668
NeutralProcessing            5      DestructiveRotation                16      1.34%      0.499
RecoveryResolution           3      ExhaustionPersistence              16      6.37%      1.193
CompressionProcessing        5      ExhaustionPersistence              15      5.32%      0.995
CompressionProcessing        6-10   DecayToNeutral                     15      6.07%      1.441
DestructiveRotation          2      CompressionProcessing              15     15.00%      0.815
ExhaustionPersistence        4      DecayToNeutral                     15     10.49%      2.489
ConstructiveEmergence        1      CompressionProcessing              13     15.66%      0.851
NeutralProcessing            21+    MixedStructure                     13     15.85%      1.524
NeutralProcessing            4      DestructiveRotation                13      0.99%      0.369
CompressionProcessing        6-10   RecoveryResolution                 12      4.86%      1.010
ExhaustionPersistence        6-10   NeutralProcessing                  12     41.38%      0.859
MixedStructure               1      ConstructiveEmergence              12      0.37%      1.562
MixedStructure               2      DestructiveRotation                12      3.38%      1.257
DestructiveRotation          2      DestructiveRotation                11     11.00%      4.091
DestructiveRotation          2      MixedStructure                     11     11.00%      1.057
ExhaustionPersistence        3      DestructiveRotation                11      4.70%      1.748
NeutralProcessing            3      DestructiveRotation                11      0.63%      0.233
RecoveryResolution           3      DestructiveRotation                11      4.38%      1.630
ExhaustionPersistence        5      CompressionProcessing              10     17.24%      0.937
RecoveryResolution           4      CompressionProcessing              10     62.50%      3.396
CompressionProcessing        5      DestructiveRotation                 9      3.19%      1.187
CompressionProcessing        5      ReassertionProcessing               9      3.19%      0.560
DestructiveRotation          2      DecayToNeutral                      9      9.00%      2.135
NeutralProcessing            6-10   ConstructiveEmergence               9      0.31%      1.326
ReassertionProcessing        2      ExhaustionPersistence               9      3.80%      0.711
CompressionProcessing        6-10   ReassertionProcessing               8      3.24%      0.568
DecayToNeutral               1      ConstructiveEmergence               8      0.54%      2.288
CompressionProcessing        6-10   DestructiveRotation                 7      2.83%      1.054
DestructiveRotation          2      RecoveryResolution                  7      7.00%      1.455
ExhaustionPersistence        4      DestructiveRotation                 7      4.90%      1.821
MixedStructure               2      ReassertionProcessing               7      1.97%      0.346
MixedStructure               3      MixedStructure                      7     16.67%      1.602
NeutralProcessing            2      ConstructiveEmergence               7      0.22%      0.928
DestructiveRotation          2      ExhaustionPersistence               6      6.00%      1.123
DestructiveRotation          2      ReassertionProcessing               6      6.00%      1.052
ExhaustionPersistence        5      DecayToNeutral                      6     10.34%      2.454
ExhaustionPersistence        5      RecoveryResolution                  6     10.34%      2.151
CompressionProcessing        1      ConstructiveEmergence               5      0.17%      0.725
ConstructiveEmergence        1      DecayToNeutral                      5      6.02%      1.429
ExhaustionPersistence        4      ReassertionProcessing               5      3.50%      0.613
ExhaustionPersistence        6-10   RecoveryResolution                  5     17.24%      3.584
MixedStructure               3      RecoveryResolution                  5     11.90%      2.475
NeutralProcessing            21+    CompressionProcessing               5      6.10%      0.331
NeutralProcessing            21+    ReassertionProcessing               5      6.10%      1.069
NeutralProcessing            5      ConstructiveEmergence               5      0.42%      1.782
ConstructiveEmergence        1      DestructiveRotation                 4      4.82%      1.792
ConstructiveEmergence        1      RecoveryResolution                  4      4.82%      1.002
DestructiveRotation          3      NeutralProcessing                   4     36.36%      0.755
ExhaustionPersistence        5      MixedStructure                      4      6.90%      0.663
ExhaustionPersistence        6-10   DestructiveRotation                 4     13.79%      5.130
MixedStructure               3      ExhaustionPersistence               4      9.52%      1.782
NeutralProcessing            21+    ExhaustionPersistence               4      4.88%      0.913
NeutralProcessing            3      ConstructiveEmergence               4      0.23%      0.969
ReassertionProcessing        3      CompressionProcessing               4     26.67%      1.449
RecoveryResolution           4      NeutralProcessing                   4     25.00%      0.519
RecoveryResolution           5      NeutralProcessing                   4     66.67%      1.383
DestructiveRotation          1      ConstructiveEmergence               3      0.36%      1.524
DestructiveRotation          3      DecayToNeutral                      3     27.27%      6.471
ExhaustionPersistence        5      DestructiveRotation                 3      5.17%      1.924
ExhaustionPersistence        5      ExhaustionPersistence               3      5.17%      0.968
ExhaustionPersistence        6-10   CompressionProcessing               3     10.34%      0.562
MixedStructure               3      DecayToNeutral                      3      7.14%      1.695
MixedStructure               3      DestructiveRotation                 3      7.14%      2.656
MixedStructure               4      MixedStructure                      3     37.50%      3.605
MixedStructure               4      NeutralProcessing                   3     37.50%      0.778
ReassertionProcessing        1      ConstructiveEmergence               3      0.17%      0.724
ReassertionProcessing        3      DestructiveRotation                 3     20.00%      7.438
CompressionProcessing        11-20  NeutralProcessing                   2     40.00%      0.830
CompressionProcessing        3      ConstructiveEmergence               2      0.24%      1.011
ExhaustionPersistence        6-10   DecayToNeutral                      2      6.90%      1.636
ExhaustionPersistence        6-10   MixedStructure                      2      6.90%      0.663
MixedStructure               2      ConstructiveEmergence               2      0.56%      2.393
MixedStructure               3      CompressionProcessing               2      4.76%      0.259
NeutralProcessing            21+    DecayToNeutral                      2      2.44%      0.579
NeutralProcessing            21+    RecoveryResolution                  2      2.44%      0.507
NeutralProcessing            4      ConstructiveEmergence               2      0.15%      0.648
ReassertionProcessing        3      DecayToNeutral                      2     13.33%      3.163
ReassertionProcessing        3      NeutralProcessing                   2     13.33%      0.277
ReassertionProcessing        3      ReassertionProcessing               2     13.33%      2.338
RecoveryResolution           3      ReassertionProcessing               2      0.80%      0.140
RecoveryResolution           6-10   CompressionProcessing               2     40.00%      2.173
RecoveryResolution           6-10   NeutralProcessing                   2     40.00%      0.830
CompressionProcessing        11-20  CompressionProcessing               1     20.00%      1.087
CompressionProcessing        11-20  DestructiveRotation                 1     20.00%      7.438
CompressionProcessing        11-20  ExhaustionPersistence               1     20.00%      3.743
CompressionProcessing        2      ConstructiveEmergence               1      0.06%      0.256
ConstructiveEmergence        1      ExhaustionPersistence               1      1.20%      0.225
DestructiveRotation          3      CompressionProcessing               1      9.09%      0.494
DestructiveRotation          3      DestructiveRotation                 1      9.09%      3.381
DestructiveRotation          3      MixedStructure                      1      9.09%      0.874
DestructiveRotation          3      RecoveryResolution                  1      9.09%      1.890
DestructiveRotation          4      CompressionProcessing               1    100.00%      5.433
ExhaustionPersistence        2      MixedStructure                      1      0.33%      0.032
ExhaustionPersistence        3      ConstructiveEmergence               1      0.43%      1.815
ExhaustionPersistence        4      ConstructiveEmergence               1      0.70%      2.971
ExhaustionPersistence        5      ConstructiveEmergence               1      1.72%      7.324
ExhaustionPersistence        5      ReassertionProcessing               1      1.72%      0.302
ExhaustionPersistence        6-10   ExhaustionPersistence               1      3.45%      0.645
MixedStructure               3      ReassertionProcessing               1      2.38%      0.417
MixedStructure               4      DecayToNeutral                      1     12.50%      2.966
MixedStructure               4      ExhaustionPersistence               1     12.50%      2.339
MixedStructure               5      NeutralProcessing                   1    100.00%      2.075
ReassertionProcessing        2      RecoveryResolution                  1      0.42%      0.088
ReassertionProcessing        3      ExhaustionPersistence               1      6.67%      1.248
ReassertionProcessing        3      RecoveryResolution                  1      6.67%      1.386
RecoveryResolution           4      ExhaustionPersistence               1      6.25%      1.170
RecoveryResolution           4      RecoveryResolution                  1      6.25%      1.299
RecoveryResolution           5      CompressionProcessing               1     16.67%      0.906
RecoveryResolution           5      RecoveryResolution                  1     16.67%      3.465
RecoveryResolution           6-10   DestructiveRotation                 1     20.00%      7.438

Transition Matrix Lag 5
================================
State                        Age    NextState                           N       Prob       Lift
NeutralProcessing            1      NeutralProcessing                2739     48.30%      1.002
NeutralProcessing            2      NeutralProcessing                1628     50.80%      1.054
MixedStructure               1      NeutralProcessing                1572     48.18%      1.000
NeutralProcessing            6-10   NeutralProcessing                1485     51.49%      1.068
CompressionProcessing        1      NeutralProcessing                1332     45.49%      0.944
NeutralProcessing            1      CompressionProcessing            1011     17.83%      0.969
ReassertionProcessing        1      NeutralProcessing                 936     53.21%      1.104
NeutralProcessing            3      NeutralProcessing                 878     50.06%      1.039
CompressionProcessing        2      NeutralProcessing                 756     45.57%      0.946
NeutralProcessing            4      NeutralProcessing                 690     52.59%      1.091
DecayToNeutral               1      NeutralProcessing                 681     45.86%      0.952
MixedStructure               1      CompressionProcessing             677     20.75%      1.127
CompressionProcessing        1      CompressionProcessing             624     21.31%      1.158
NeutralProcessing            1      MixedStructure                    618     10.90%      1.048
NeutralProcessing            5      NeutralProcessing                 612     51.34%      1.065
NeutralProcessing            2      CompressionProcessing             496     15.48%      0.841
NeutralProcessing            11-20  NeutralProcessing                 469     52.64%      1.092
RecoveryResolution           1      NeutralProcessing                 452     41.89%      0.869
ExhaustionPersistence        1      NeutralProcessing                 451     40.41%      0.839
NeutralProcessing            6-10   CompressionProcessing             407     14.11%      0.767
DestructiveRotation          1      NeutralProcessing                 393     47.07%      0.977
NeutralProcessing            1      ReassertionProcessing             379      6.68%      1.172
