BarIndex,Time,Quadruplet,TrajectoryCluster,Archetype,ExpectancyFamily,Count,ConditionalProbability,FinalTransition,MeanNextRunLength,ImmediateFailurePct,DirectionalContinuationPct,DominantNextArchetype,RegimeMigrationProbability,IsSelfLoopDominant,Implication,ActionBias
405,2026-04-10 10:20:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
406,2026-04-10 10:25:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
407,2026-04-10 10:30:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
408,2026-04-10 10:35:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
409,2026-04-10 10:40:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
410,2026-04-10 10:45:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
411,2026-04-10 10:50:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
412,2026-04-10 10:55:00,Unresolved->Unresolved->Unresolved->Directional,3,Directional Continuation / Sponsor Release,DirectionalContinuation,6,2.88,Unresolved->Directional,3.13,25.0,75.0,Directional Continuation / Sponsor Release,0.5235294117647059,1,"Auction shows directional continuation structure. Sponsor release is active, but degradation must be monitored.",Continuation favored while degradation remains contained.
413,2026-04-10 11:00:00,Unresolved->Unresolved->Directional->Unresolved,-1,Unknown,Unknown,0,0.0,Directional->Unresolved,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
414,2026-04-10 11:05:00,Unresolved->Directional->Unresolved->Unresolved,-1,Unknown,Unknown,0,0.0,Unresolved->Unresolved,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
415,2026-04-10 11:10:00,Directional->Unresolved->Unresolved->Unresolved,-1,Unknown,Unknown,0,0.0,Unresolved->Unresolved,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
416,2026-04-10 11:15:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
417,2026-04-10 11:20:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
418,2026-04-10 11:25:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
419,2026-04-10 11:30:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
420,2026-04-10 11:35:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
421,2026-04-10 11:40:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
422,2026-04-10 11:45:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
423,2026-04-10 11:50:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
424,2026-04-10 11:55:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
425,2026-04-10 12:00:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
426,2026-04-10 12:05:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
427,2026-04-10 12:10:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
428,2026-04-10 12:15:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
429,2026-04-10 12:20:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
430,2026-04-10 12:25:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
431,2026-04-10 12:30:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
432,2026-04-10 12:35:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
433,2026-04-10 12:40:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
434,2026-04-10 12:45:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
435,2026-04-10 12:50:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
436,2026-04-10 12:55:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
437,2026-04-10 13:00:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
438,2026-04-10 13:05:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
439,2026-04-10 13:10:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
440,2026-04-10 13:15:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
441,2026-04-10 13:20:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
442,2026-04-10 13:25:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
443,2026-04-10 13:30:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
444,2026-04-10 13:35:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
445,2026-04-10 13:40:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
446,2026-04-10 13:45:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
447,2026-04-10 13:50:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
448,2026-04-10 13:55:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
449,2026-04-10 14:00:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
450,2026-04-13 06:35:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
451,2026-04-13 06:40:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
452,2026-04-13 06:45:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
453,2026-04-13 06:50:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
454,2026-04-13 06:55:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
455,2026-04-13 07:00:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
456,2026-04-13 07:05:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
457,2026-04-13 07:10:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
458,2026-04-13 07:15:00,Unresolved->Unresolved->Unresolved->Degrading,0,Sponsor Exhaustion Collapse,ImmediateFailure,5,2.4,Unresolved->Degrading,1.82,63.64,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.
459,2026-04-13 07:20:00,Unresolved->Unresolved->Degrading->Degrading,0,Sponsor Exhaustion Collapse,DegradationCycle,2,28.57,Degrading->Degrading,0.0,0.0,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.
460,2026-04-13 07:25:00,Unresolved->Degrading->Degrading->Degrading,0,Sponsor Exhaustion Collapse,DegradationCycle,2,50.0,Degrading->Degrading,0.0,0.0,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.
461,2026-04-13 07:30:00,Degrading->Degrading->Degrading->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,3,21.43,Degrading->Unresolved,5.53,29.41,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
462,2026-04-13 07:35:00,Degrading->Degrading->Unresolved->Unresolved,2,Stable Compression Basin,DegradationCycle,4,66.67,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
463,2026-04-13 07:40:00,Degrading->Unresolved->Unresolved->Unresolved,2,Stable Compression Basin,DegradationCycle,7,58.33,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
464,2026-04-13 07:45:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
465,2026-04-13 07:50:00,Unresolved->Unresolved->Unresolved->Degrading,0,Sponsor Exhaustion Collapse,ImmediateFailure,5,2.4,Unresolved->Degrading,1.82,63.64,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.
466,2026-04-13 07:55:00,Unresolved->Unresolved->Degrading->Balance,-1,Unknown,Unknown,0,0.0,Degrading->Balance,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
467,2026-04-13 08:00:00,Unresolved->Degrading->Balance->Unresolved,-1,Unknown,Unknown,0,0.0,Balance->Unresolved,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
468,2026-04-13 08:05:00,Degrading->Balance->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,1,50.0,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
469,2026-04-13 08:10:00,Balance->Unresolved->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,14,87.5,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
470,2026-04-13 08:15:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
471,2026-04-13 08:20:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
472,2026-04-13 08:25:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
473,2026-04-13 08:30:00,Unresolved->Unresolved->Unresolved->Balance,1,Unstable Rotational Balance,ImmediateFailure,10,4.81,Unresolved->Balance,1.63,63.16,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.
474,2026-04-13 08:35:00,Unresolved->Unresolved->Balance->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,10,66.67,Balance->Unresolved,7.26,21.05,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
475,2026-04-13 08:40:00,Unresolved->Balance->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,10,83.33,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
476,2026-04-13 08:45:00,Balance->Unresolved->Unresolved->Degrading,-1,Unknown,Unknown,0,0.0,Unresolved->Degrading,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
477,2026-04-13 08:50:00,Unresolved->Unresolved->Degrading->Degrading,0,Sponsor Exhaustion Collapse,DegradationCycle,2,28.57,Degrading->Degrading,0.0,0.0,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.
478,2026-04-13 08:55:00,Unresolved->Degrading->Degrading->Balance,1,Unstable Rotational Balance,ImmediateFailure,1,25.0,Degrading->Balance,1.0,100.0,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.
479,2026-04-13 09:00:00,Degrading->Degrading->Balance->Balance,-1,Unknown,Unknown,0,0.0,Balance->Balance,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
480,2026-04-13 09:05:00,Degrading->Balance->Balance->Degrading,-1,Unknown,Unknown,0,0.0,Balance->Degrading,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
481,2026-04-13 09:10:00,Balance->Balance->Degrading->Unresolved,-1,Unknown,Unknown,0,0.0,Degrading->Unresolved,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
