APVA Transition Context Matrix Study v0.1 - Aggregate
Research only. No trades, entries/exits, optimization, fitting, or machine learning.
Instruments: 6E, CL, NQ

Aggregate Baseline Table
CurrentState | AgeBucket | Horizon | NextState | Count_6E | Prob_6E | Lift_6E | Count_CL | Prob_CL | Lift_CL | Count_NQ | Prob_NQ | Lift_NQ | ValidInstrumentCount | MeanProbability | MeanLift
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+2 | ReassertionProcessing | 12 | 8.96% | 1.5701 | 1.1180 | 0.85% | 2 | 12.50% | 1.6196 | 1.0374 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 10.73% | 1.5948 | 1.0777 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+2 | RecoveryResolution | 1 | 0.75% | 0.1551 | 1.1180 | 0.85% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.75% | 0.1551 | 1.1180 | 0.85%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+3 | CompressionProcessing | 8 | 5.97% | 0.3244 | 1.2622 | 0.85% | 1 | 6.25% | 0.4787 | 1.2468 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 6.11% | 0.4016 | 1.2545 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+3 | ConstructiveEmergence | 2 | 1.49% | 6.3400 | 1.2622 | 0.85% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.49% | 6.3400 | 1.2622 | 0.85%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+3 | DecayToNeutral | 2 | 1.49% | 0.3541 | 1.2622 | 0.85% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.49% | 0.3541 | 1.2622 | 0.85%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+3 | DestructiveRotation | 3 | 2.24% | 0.8326 | 1.2622 | 0.85% | 1 | 6.25% | 1.9948 | 1.2468 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 4.24% | 1.4137 | 1.2545 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+3 | ExhaustionPersistence | 6 | 4.48% | 0.8379 | 1.2622 | 0.85% | 1 | 6.25% | 0.9521 | 1.2468 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 5.36% | 0.8950 | 1.2545 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+3 | MixedStructure | 13 | 9.70% | 0.9325 | 1.2622 | 0.85% | 1 | 6.25% | 0.5388 | 1.2468 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 7.98% | 0.7356 | 1.2545 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+3 | NeutralProcessing | 88 | 65.67% | 1.3626 | 1.2622 | 0.85% | 10 | 62.50% | 1.3111 | 1.2468 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 64.09% | 1.3369 | 1.2545 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+3 | ReassertionProcessing | 11 | 8.21% | 1.4392 | 1.2622 | 0.85% | 2 | 12.50% | 1.6190 | 1.2468 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 10.35% | 1.5291 | 1.2545 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+3 | RecoveryResolution | 1 | 0.75% | 0.1551 | 1.2622 | 0.85% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.75% | 0.1551 | 1.2622 | 0.85%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+5 | CompressionProcessing | 9 | 6.72% | 0.3649 | 1.5238 | 0.85% | 2 | 12.50% | 0.9568 | 1.6613 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 9.61% | 0.6608 | 1.5926 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+5 | ConstructiveEmergence | 1 | 0.75% | 3.1698 | 1.5238 | 0.85% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.75% | 3.1698 | 1.5238 | 0.85%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+5 | DecayToNeutral | 6 | 4.48% | 1.0623 | 1.5238 | 0.85% | 1 | 6.25% | 1.6256 | 1.6613 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 5.36% | 1.3440 | 1.5926 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+5 | DestructiveRotation | 3 | 2.24% | 0.8326 | 1.5238 | 0.85% | 2 | 12.50% | 3.9866 | 1.6613 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 7.37% | 2.4096 | 1.5926 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+5 | ExhaustionPersistence | 6 | 4.48% | 0.8379 | 1.5238 | 0.85% | 1 | 6.25% | 0.9513 | 1.6613 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 5.36% | 0.8946 | 1.5926 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+5 | MixedStructure | 17 | 12.69% | 1.2197 | 1.5238 | 0.85% | 1 | 6.25% | 0.5401 | 1.6613 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 9.47% | 0.8799 | 1.5926 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+5 | NeutralProcessing | 72 | 53.73% | 1.1149 | 1.5238 | 0.85% | 7 | 43.75% | 0.9178 | 1.6613 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 48.74% | 1.0164 | 1.5926 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+5 | ReassertionProcessing | 17 | 12.69% | 2.2241 | 1.5238 | 0.85% | 2 | 12.50% | 1.6178 | 1.6613 | -33.33% | 0 | N/A | N/A | N/A | N/A | 2 | 12.59% | 1.9209 | 1.5926 | -16.24%
ContextDistinct | ExhaustionPersistence->NeutralProcessing+Age6-10 | t+5 | RecoveryResolution | 3 | 2.24% | 0.4654 | 1.5238 | 0.85% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 2.24% | 0.4654 | 1.5238 | 0.85%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+1 | CompressionProcessing | 1 | 0.29% | 0.0160 | 0.0201 | -11.60% | 1 | 2.56% | 0.1966 | 0.1192 | 2.56% | 2 | 13.33% | 1.2546 | 0.3927 | 33.33% | 3 | 5.40% | 0.4891 | 0.1773 | 8.10%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+1 | RecoveryResolution | 339 | 99.71% | 20.7284 | 0.0201 | -11.60% | 38 | 97.44% | 16.3388 | 0.1192 | 2.56% | 13 | 86.67% | 24.5853 | 0.3927 | 33.33% | 3 | 94.60% | 20.5508 | 0.1773 | 8.10%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+2 | CompressionProcessing | 1 | 0.29% | 0.0160 | 0.5910 | -11.60% | 0 | N/A | N/A | N/A | N/A | 1 | 6.67% | 0.6270 | 0.8532 | 33.33% | 2 | 3.48% | 0.3215 | 0.7221 | 10.86%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+2 | NeutralProcessing | 88 | 25.88% | 0.5371 | 0.5910 | -11.60% | 11 | 28.21% | 0.5919 | 0.7055 | 2.56% | 5 | 33.33% | 0.6585 | 0.8532 | 33.33% | 3 | 29.14% | 0.5958 | 0.7166 | 8.10%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+2 | RecoveryResolution | 251 | 73.82% | 15.3471 | 0.5910 | -11.60% | 27 | 69.23% | 11.6048 | 0.7055 | 2.56% | 9 | 60.00% | 17.0118 | 0.8532 | 33.33% | 3 | 67.68% | 14.6546 | 0.7166 | 8.10%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+3 | CompressionProcessing | 210 | 61.76% | 3.3559 | 1.0040 | -11.60% | 21 | 53.85% | 4.1246 | 1.0819 | 2.56% | 8 | 53.33% | 5.0133 | 0.8823 | 33.33% | 3 | 56.31% | 4.1646 | 0.9894 | 8.10%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+3 | ExhaustionPersistence | 31 | 9.12% | 1.7063 | 1.0040 | -11.60% | 4 | 10.26% | 1.5624 | 1.0819 | 2.56% | 0 | N/A | N/A | N/A | N/A | 2 | 9.69% | 1.6343 | 1.0430 | -4.52%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+3 | NeutralProcessing | 83 | 24.41% | 0.5065 | 1.0040 | -11.60% | 12 | 30.77% | 0.6455 | 1.0819 | 2.56% | 6 | 40.00% | 0.7898 | 0.8823 | 33.33% | 3 | 31.73% | 0.6473 | 0.9894 | 8.10%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+3 | RecoveryResolution | 16 | 4.71% | 0.9783 | 1.0040 | -11.60% | 2 | 5.13% | 0.8593 | 1.0819 | 2.56% | 1 | 6.67% | 1.8892 | 0.8823 | 33.33% | 3 | 5.50% | 1.2423 | 0.9894 | 8.10%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+5 | CompressionProcessing | 88 | 25.88% | 1.4062 | 1.6601 | -11.60% | 7 | 17.95% | 1.3738 | 1.4668 | 2.56% | 2 | 13.33% | 1.2520 | 1.2973 | 33.33% | 3 | 19.05% | 1.3440 | 1.4748 | 8.10%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+5 | DecayToNeutral | 18 | 5.29% | 1.2560 | 1.6601 | -11.60% | 1 | 2.56% | 0.6669 | 1.4668 | 2.56% | 1 | 6.67% | 1.4922 | 1.2973 | 33.33% | 3 | 4.84% | 1.1384 | 1.4748 | 8.10%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+5 | DestructiveRotation | 12 | 3.53% | 1.3125 | 1.6601 | -11.60% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.53% | 1.3125 | 1.6601 | -11.60%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+5 | ExhaustionPersistence | 20 | 5.88% | 1.1008 | 1.6601 | -11.60% | 4 | 10.26% | 1.5612 | 1.4668 | 2.56% | 1 | 6.67% | 1.1994 | 1.2973 | 33.33% | 3 | 7.60% | 1.2871 | 1.4748 | 8.10%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+5 | MixedStructure | 29 | 8.53% | 0.8200 | 1.6601 | -11.60% | 3 | 7.69% | 0.6648 | 1.4668 | 2.56% | 1 | 6.67% | 0.6053 | 1.2973 | 33.33% | 3 | 7.63% | 0.6967 | 1.4748 | 8.10%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+5 | NeutralProcessing | 137 | 40.29% | 0.8361 | 1.6601 | -11.60% | 20 | 51.28% | 1.0758 | 1.4668 | 2.56% | 9 | 60.00% | 1.1846 | 1.2973 | 33.33% | 3 | 50.53% | 1.0322 | 1.4748 | 8.10%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+5 | ReassertionProcessing | 8 | 2.35% | 0.4125 | 1.6601 | -11.60% | 0 | N/A | N/A | N/A | N/A | 1 | 6.67% | 0.7169 | 1.2973 | 33.33% | 2 | 4.51% | 0.5647 | 1.4787 | 10.86%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age1 | t+5 | RecoveryResolution | 28 | 8.24% | 1.7119 | 1.6601 | -11.60% | 3 | 7.69% | 1.2880 | 1.4668 | 2.56% | 0 | N/A | N/A | N/A | N/A | 2 | 7.96% | 1.4999 | 1.5635 | -4.52%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+1 | NeutralProcessing | 88 | 25.96% | 0.5387 | 0.5726 | -11.22% | 11 | 28.95% | 0.6077 | 0.6017 | -8.11% | 4 | 30.77% | 0.6081 | 0.6172 | 23.08% | 3 | 28.56% | 0.5848 | 0.5972 | 1.25%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+1 | RecoveryResolution | 251 | 74.04% | 15.3928 | 0.5726 | -11.22% | 27 | 71.05% | 11.9146 | 0.6017 | -8.11% | 9 | 69.23% | 19.6391 | 0.6172 | 23.08% | 3 | 71.44% | 15.6489 | 0.5972 | 1.25%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+2 | CompressionProcessing | 210 | 61.95% | 3.3659 | 1.0028 | -11.22% | 21 | 55.26% | 4.2347 | 1.0245 | -8.11% | 8 | 61.54% | 5.7876 | 0.6663 | 23.08% | 3 | 59.58% | 4.4627 | 0.8979 | 1.25%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+2 | ExhaustionPersistence | 31 | 9.14% | 1.7113 | 1.0028 | -11.22% | 4 | 10.53% | 1.6041 | 1.0245 | -8.11% | 0 | N/A | N/A | N/A | N/A | 2 | 9.84% | 1.6577 | 1.0136 | -9.66%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+2 | NeutralProcessing | 82 | 24.19% | 0.5019 | 1.0028 | -11.22% | 12 | 31.58% | 0.6627 | 1.0245 | -8.11% | 5 | 38.46% | 0.7598 | 0.6663 | 23.08% | 3 | 31.41% | 0.6415 | 0.8979 | 1.25%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+2 | RecoveryResolution | 16 | 4.72% | 0.9812 | 1.0028 | -11.22% | 1 | 2.63% | 0.4411 | 1.0245 | -8.11% | 0 | N/A | N/A | N/A | N/A | 2 | 3.68% | 0.7112 | 1.0136 | -9.66%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+3 | CompressionProcessing | 180 | 53.10% | 2.8850 | 1.0874 | -11.22% | 23 | 60.53% | 4.6363 | 0.9589 | -8.11% | 7 | 53.85% | 5.0615 | 0.8981 | 23.08% | 3 | 55.82% | 4.1943 | 0.9815 | 1.25%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+3 | ExhaustionPersistence | 30 | 8.85% | 1.6561 | 1.0874 | -11.22% | 3 | 7.89% | 1.2026 | 0.9589 | -8.11% | 0 | N/A | N/A | N/A | N/A | 2 | 8.37% | 1.4293 | 1.0232 | -9.66%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+3 | NeutralProcessing | 108 | 31.86% | 0.6610 | 1.0874 | -11.22% | 11 | 28.95% | 0.6073 | 0.9589 | -8.11% | 5 | 38.46% | 0.7594 | 0.8981 | 23.08% | 3 | 33.09% | 0.6759 | 0.9815 | 1.25%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+3 | RecoveryResolution | 21 | 6.19% | 1.2878 | 1.0874 | -11.22% | 1 | 2.63% | 0.4410 | 0.9589 | -8.11% | 1 | 7.69% | 2.1799 | 0.8981 | 23.08% | 3 | 5.51% | 1.3029 | 0.9815 | 1.25%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+5 | CompressionProcessing | 81 | 23.89% | 1.2982 | 1.7185 | -11.22% | 7 | 18.42% | 1.4100 | 1.2981 | -8.11% | 0 | N/A | N/A | N/A | N/A | 2 | 21.16% | 1.3541 | 1.5083 | -9.66%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+5 | ConstructiveEmergence | 2 | 0.59% | 2.5060 | 1.7185 | -11.22% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.59% | 2.5060 | 1.7185 | -11.22%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+5 | DecayToNeutral | 17 | 5.01% | 1.1897 | 1.7185 | -11.22% | 1 | 2.63% | 0.6845 | 1.2981 | -8.11% | 2 | 15.38% | 3.4436 | 0.9372 | 23.08% | 3 | 7.68% | 1.7726 | 1.3179 | 1.25%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+5 | DestructiveRotation | 13 | 3.83% | 1.4261 | 1.7185 | -11.22% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.83% | 1.4261 | 1.7185 | -11.22%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+5 | ExhaustionPersistence | 18 | 5.31% | 0.9936 | 1.7185 | -11.22% | 1 | 2.63% | 0.4006 | 1.2981 | -8.11% | 0 | N/A | N/A | N/A | N/A | 2 | 3.97% | 0.6971 | 1.5083 | -9.66%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+5 | MixedStructure | 33 | 9.73% | 0.9359 | 1.7185 | -11.22% | 5 | 13.16% | 1.1371 | 1.2981 | -8.11% | 1 | 7.69% | 0.6985 | 0.9372 | 23.08% | 3 | 10.19% | 0.9238 | 1.3179 | 1.25%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+5 | NeutralProcessing | 136 | 40.12% | 0.8324 | 1.7185 | -11.22% | 21 | 55.26% | 1.1594 | 1.2981 | -8.11% | 9 | 69.23% | 1.3669 | 0.9372 | 23.08% | 3 | 54.87% | 1.1195 | 1.3179 | 1.25%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+5 | ReassertionProcessing | 13 | 3.83% | 0.6723 | 1.7185 | -11.22% | 3 | 7.89% | 1.0217 | 1.2981 | -8.11% | 1 | 7.69% | 0.8272 | 0.9372 | 23.08% | 3 | 6.47% | 0.8404 | 1.3179 | 1.25%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age2 | t+5 | RecoveryResolution | 26 | 7.67% | 1.5943 | 1.7185 | -11.22% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.67% | 1.5943 | 1.7185 | -11.22%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+1 | CompressionProcessing | 173 | 68.92% | 3.7451 | 0.9486 | -2.98% | 17 | 62.96% | 4.8266 | 1.0085 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 65.94% | 4.2858 | 0.9786 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+1 | ExhaustionPersistence | 31 | 12.35% | 2.3114 | 0.9486 | -2.98% | 4 | 14.81% | 2.2584 | 1.0085 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 13.58% | 2.2849 | 0.9786 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+1 | NeutralProcessing | 31 | 12.35% | 0.2563 | 0.9486 | -2.98% | 5 | 18.52% | 0.3888 | 1.0085 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 15.43% | 0.3225 | 0.9786 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+1 | RecoveryResolution | 16 | 6.37% | 1.3252 | 0.9486 | -2.98% | 1 | 3.70% | 0.6211 | 1.0085 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 5.04% | 0.9731 | 0.9786 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+2 | CompressionProcessing | 146 | 58.17% | 3.1605 | 1.0841 | -2.98% | 18 | 66.67% | 5.1086 | 0.9488 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 62.42% | 4.1345 | 1.0164 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+2 | ExhaustionPersistence | 25 | 9.96% | 1.8640 | 1.0841 | -2.98% | 3 | 11.11% | 1.6932 | 0.9488 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 10.54% | 1.7786 | 1.0164 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+2 | NeutralProcessing | 61 | 24.30% | 0.5043 | 1.0841 | -2.98% | 5 | 18.52% | 0.3886 | 0.9488 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 21.41% | 0.4465 | 1.0164 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+2 | RecoveryResolution | 19 | 7.57% | 1.5737 | 1.0841 | -2.98% | 1 | 3.70% | 0.6208 | 0.9488 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 5.64% | 1.0972 | 1.0164 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+3 | CompressionProcessing | 81 | 32.27% | 1.7534 | 1.7053 | -2.98% | 6 | 22.22% | 1.7022 | 1.4379 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 27.25% | 1.7278 | 1.5716 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+3 | DecayToNeutral | 18 | 7.17% | 1.7015 | 1.7053 | -2.98% | 1 | 3.70% | 0.9640 | 1.4379 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 5.44% | 1.3328 | 1.5716 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+3 | DestructiveRotation | 11 | 4.38% | 1.6299 | 1.7053 | -2.98% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 4.38% | 1.6299 | 1.7053 | -2.98%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+3 | ExhaustionPersistence | 16 | 6.37% | 1.1929 | 1.7053 | -2.98% | 3 | 11.11% | 1.6926 | 1.4379 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 8.74% | 1.4427 | 1.5716 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+3 | MixedStructure | 22 | 8.76% | 0.8425 | 1.7053 | -2.98% | 2 | 7.41% | 0.6386 | 1.4379 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 8.09% | 0.7405 | 1.5716 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+3 | NeutralProcessing | 77 | 30.68% | 0.6365 | 1.7053 | -2.98% | 13 | 48.15% | 1.0101 | 1.4379 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 39.41% | 0.8233 | 1.5716 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+3 | ReassertionProcessing | 2 | 0.80% | 0.1397 | 1.7053 | -2.98% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.80% | 0.1397 | 1.7053 | -2.98%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+3 | RecoveryResolution | 24 | 9.56% | 1.9877 | 1.7053 | -2.98% | 2 | 7.41% | 1.2412 | 1.4379 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 8.48% | 1.6145 | 1.5716 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+5 | CompressionProcessing | 56 | 22.31% | 1.2122 | 1.6839 | -2.98% | 5 | 18.52% | 1.4175 | 1.2521 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 20.41% | 1.3148 | 1.4680 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+5 | DecayToNeutral | 14 | 5.58% | 1.3233 | 1.6839 | -2.98% | 1 | 3.70% | 0.9633 | 1.2521 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 4.64% | 1.1433 | 1.4680 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+5 | DestructiveRotation | 5 | 1.99% | 0.7408 | 1.6839 | -2.98% | 1 | 3.70% | 1.1812 | 1.2521 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 2.85% | 0.9610 | 1.4680 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+5 | ExhaustionPersistence | 20 | 7.97% | 1.4911 | 1.6839 | -2.98% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.97% | 1.4911 | 1.6839 | -2.98%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+5 | MixedStructure | 21 | 8.37% | 0.8044 | 1.6839 | -2.98% | 2 | 7.41% | 0.6401 | 1.2521 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 7.89% | 0.7223 | 1.4680 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+5 | NeutralProcessing | 104 | 41.43% | 0.8597 | 1.6839 | -2.98% | 16 | 59.26% | 1.2432 | 1.2521 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 50.35% | 1.0515 | 1.4680 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+5 | ReassertionProcessing | 10 | 3.98% | 0.6984 | 1.6839 | -2.98% | 2 | 7.41% | 0.9587 | 1.2521 | 3.70% | 0 | N/A | N/A | N/A | N/A | 2 | 5.70% | 0.8286 | 1.4680 | 0.36%
ContextDistinct | ExhaustionPersistence->RecoveryResolution+Age3 | t+5 | RecoveryResolution | 21 | 8.37% | 1.7392 | 1.6839 | -2.98% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 8.37% | 1.7392 | 1.6839 | -2.98%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+1 | CompressionProcessing | 82 | 83.67% | 4.5465 | 0.4450 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 83.67% | 4.5465 | 0.4450 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+1 | NeutralProcessing | 16 | 16.33% | 0.3388 | 0.4450 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 16.33% | 0.3388 | 0.4450 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+2 | CompressionProcessing | 58 | 59.18% | 3.2157 | 0.7714 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 59.18% | 3.2157 | 0.7714 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+2 | ExhaustionPersistence | 1 | 1.02% | 0.1910 | 0.7714 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.02% | 0.1910 | 0.7714 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+2 | NeutralProcessing | 38 | 38.78% | 0.8046 | 0.7714 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 38.78% | 0.8046 | 0.7714 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+2 | RecoveryResolution | 1 | 1.02% | 0.2121 | 0.7714 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.02% | 0.2121 | 0.7714 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+3 | CompressionProcessing | 49 | 50.00% | 2.7167 | 0.9947 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 50.00% | 2.7167 | 0.9947 | 6.10%
