APVA Node Flow Study v0.1
========================================================================================================
Diagnostics
Instrument: NQ
Input path(s): .\Evidence\NQ\NQ_5 Minute_apva_bar_evidence_v01.csv
Total rows: 1930
Node count: 34
Category count: 4

1. Node Category Assignment
StateAgeNode | NodeCategory | ImportanceScore | ReliabilityScore
DestructiveRotation_Age2 | ExhaustionPersistence_Age4 | 0 | 0.00%
DestructiveRotation_Age2 | ExhaustionPersistence_Age5 | 0 | 0.00%
DestructiveRotation_Age2 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
DestructiveRotation_Age2 | MixedStructure_Age1 | 0 | 0.00%
DestructiveRotation_Age2 | MixedStructure_Age2 | 0 | 0.00%
DestructiveRotation_Age2 | MixedStructure_Age3 | 0 | 0.00%
DestructiveRotation_Age2 | MixedStructure_Age4 | 0 | 0.00%
DestructiveRotation_Age2 | NeutralProcessing_Age1 | 1 | 9.09%
DestructiveRotation_Age2 | NeutralProcessing_Age11-20 | 0 | 0.00%
DestructiveRotation_Age2 | NeutralProcessing_Age2 | 0 | 0.00%
DestructiveRotation_Age2 | NeutralProcessing_Age3 | 0 | 0.00%
DestructiveRotation_Age2 | NeutralProcessing_Age4 | 0 | 0.00%
DestructiveRotation_Age2 | NeutralProcessing_Age5 | 0 | 0.00%
DestructiveRotation_Age2 | NeutralProcessing_Age6-10 | 0 | 0.00%
DestructiveRotation_Age2 | ReassertionProcessing_Age1 | 0 | 0.00%
DestructiveRotation_Age2 | ReassertionProcessing_Age2 | 0 | 0.00%
DestructiveRotation_Age2 | ReassertionProcessing_Age3 | 0 | 0.00%
DestructiveRotation_Age2 | RecoveryResolution_Age1 | 1 | 9.09%
DestructiveRotation_Age2 | RecoveryResolution_Age2 | 0 | 0.00%
DestructiveRotation_Age2 | RecoveryResolution_Age3 | 0 | 0.00%
DestructiveRotation_Age3 | CompressionProcessing_Age1 | 0 | 0.00%
DestructiveRotation_Age3 | CompressionProcessing_Age2 | 0 | 0.00%
DestructiveRotation_Age3 | CompressionProcessing_Age3 | 0 | 0.00%
DestructiveRotation_Age3 | CompressionProcessing_Age4 | 0 | 0.00%
DestructiveRotation_Age3 | CompressionProcessing_Age5 | 0 | 0.00%
DestructiveRotation_Age3 | CompressionProcessing_Age6-10 | 0 | 0.00%
DestructiveRotation_Age3 | ConstructiveEmergence_Age1 | 0 | 0.00%
DestructiveRotation_Age3 | DecayToNeutral_Age1 | 4 | 80.00%
DestructiveRotation_Age3 | DestructiveRotation_Age1 | 0 | 0.00%
DestructiveRotation_Age3 | DestructiveRotation_Age2 | 0 | 0.00%
DestructiveRotation_Age3 | DestructiveRotation_Age3 | 0 | 0.00%
DestructiveRotation_Age3 | ExhaustionPersistence_Age1 | 0 | 0.00%
DestructiveRotation_Age3 | ExhaustionPersistence_Age2 | 0 | 0.00%
DestructiveRotation_Age3 | ExhaustionPersistence_Age3 | 0 | 0.00%
DestructiveRotation_Age3 | ExhaustionPersistence_Age4 | 0 | 0.00%
DestructiveRotation_Age3 | ExhaustionPersistence_Age5 | 0 | 0.00%
DestructiveRotation_Age3 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
DestructiveRotation_Age3 | MixedStructure_Age1 | 1 | 20.00%
DestructiveRotation_Age3 | MixedStructure_Age2 | 0 | 0.00%
DestructiveRotation_Age3 | MixedStructure_Age3 | 0 | 0.00%
DestructiveRotation_Age3 | MixedStructure_Age4 | 0 | 0.00%
DestructiveRotation_Age3 | NeutralProcessing_Age1 | 0 | 0.00%
DestructiveRotation_Age3 | NeutralProcessing_Age11-20 | 0 | 0.00%
DestructiveRotation_Age3 | NeutralProcessing_Age2 | 0 | 0.00%
DestructiveRotation_Age3 | NeutralProcessing_Age3 | 0 | 0.00%
DestructiveRotation_Age3 | NeutralProcessing_Age4 | 0 | 0.00%
DestructiveRotation_Age3 | NeutralProcessing_Age5 | 0 | 0.00%
DestructiveRotation_Age3 | NeutralProcessing_Age6-10 | 0 | 0.00%
DestructiveRotation_Age3 | ReassertionProcessing_Age1 | 0 | 0.00%
DestructiveRotation_Age3 | ReassertionProcessing_Age2 | 0 | 0.00%
DestructiveRotation_Age3 | ReassertionProcessing_Age3 | 0 | 0.00%
DestructiveRotation_Age3 | RecoveryResolution_Age1 | 0 | 0.00%
DestructiveRotation_Age3 | RecoveryResolution_Age2 | 0 | 0.00%
DestructiveRotation_Age3 | RecoveryResolution_Age3 | 0 | 0.00%
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 3 | 5.88%
ExhaustionPersistence_Age1 | CompressionProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age1 | CompressionProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age1 | CompressionProcessing_Age4 | 0 | 0.00%
ExhaustionPersistence_Age1 | CompressionProcessing_Age5 | 0 | 0.00%
ExhaustionPersistence_Age1 | CompressionProcessing_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age1 | ConstructiveEmergence_Age1 | 0 | 0.00%
ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 11 | 21.57%
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | 4 | 7.84%
ExhaustionPersistence_Age1 | DestructiveRotation_Age2 | 0 | 0.00%
ExhaustionPersistence_Age1 | DestructiveRotation_Age3 | 0 | 0.00%
ExhaustionPersistence_Age1 | ExhaustionPersistence_Age1 | 0 | 0.00%
ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 19 | 37.25%
ExhaustionPersistence_Age1 | ExhaustionPersistence_Age3 | 0 | 0.00%
ExhaustionPersistence_Age1 | ExhaustionPersistence_Age4 | 0 | 0.00%
ExhaustionPersistence_Age1 | ExhaustionPersistence_Age5 | 0 | 0.00%
ExhaustionPersistence_Age1 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age1 | MixedStructure_Age1 | 0 | 0.00%
ExhaustionPersistence_Age1 | MixedStructure_Age2 | 0 | 0.00%
ExhaustionPersistence_Age1 | MixedStructure_Age3 | 0 | 0.00%
ExhaustionPersistence_Age1 | MixedStructure_Age4 | 0 | 0.00%
ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 6 | 11.76%
ExhaustionPersistence_Age1 | NeutralProcessing_Age11-20 | 0 | 0.00%
ExhaustionPersistence_Age1 | NeutralProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age1 | NeutralProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age1 | NeutralProcessing_Age4 | 0 | 0.00%
ExhaustionPersistence_Age1 | NeutralProcessing_Age5 | 0 | 0.00%
ExhaustionPersistence_Age1 | NeutralProcessing_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age1 | ReassertionProcessing_Age1 | 0 | 0.00%
ExhaustionPersistence_Age1 | ReassertionProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age1 | ReassertionProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 8 | 15.69%
ExhaustionPersistence_Age1 | RecoveryResolution_Age2 | 0 | 0.00%
ExhaustionPersistence_Age1 | RecoveryResolution_Age3 | 0 | 0.00%
ExhaustionPersistence_Age2 | CompressionProcessing_Age1 | 0 | 0.00%
ExhaustionPersistence_Age2 | CompressionProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age2 | CompressionProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age2 | CompressionProcessing_Age4 | 0 | 0.00%
ExhaustionPersistence_Age2 | CompressionProcessing_Age5 | 0 | 0.00%
ExhaustionPersistence_Age2 | CompressionProcessing_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age2 | ConstructiveEmergence_Age1 | 0 | 0.00%
ExhaustionPersistence_Age2 | DecayToNeutral_Age1 | 0 | 0.00%
ExhaustionPersistence_Age2 | DestructiveRotation_Age1 | 0 | 0.00%
ExhaustionPersistence_Age2 | DestructiveRotation_Age2 | 0 | 0.00%
ExhaustionPersistence_Age2 | DestructiveRotation_Age3 | 0 | 0.00%
ExhaustionPersistence_Age2 | ExhaustionPersistence_Age1 | 0 | 0.00%
ExhaustionPersistence_Age2 | ExhaustionPersistence_Age2 | 0 | 0.00%
ExhaustionPersistence_Age2 | ExhaustionPersistence_Age3 | 14 | 73.68%
ExhaustionPersistence_Age2 | ExhaustionPersistence_Age4 | 0 | 0.00%
ExhaustionPersistence_Age2 | ExhaustionPersistence_Age5 | 0 | 0.00%
ExhaustionPersistence_Age2 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age2 | MixedStructure_Age1 | 0 | 0.00%
ExhaustionPersistence_Age2 | MixedStructure_Age2 | 0 | 0.00%
ExhaustionPersistence_Age2 | MixedStructure_Age3 | 0 | 0.00%
ExhaustionPersistence_Age2 | MixedStructure_Age4 | 0 | 0.00%
ExhaustionPersistence_Age2 | NeutralProcessing_Age1 | 0 | 0.00%
ExhaustionPersistence_Age2 | NeutralProcessing_Age11-20 | 0 | 0.00%
ExhaustionPersistence_Age2 | NeutralProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age2 | NeutralProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age2 | NeutralProcessing_Age4 | 0 | 0.00%
ExhaustionPersistence_Age2 | NeutralProcessing_Age5 | 0 | 0.00%
ExhaustionPersistence_Age2 | NeutralProcessing_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age2 | ReassertionProcessing_Age1 | 0 | 0.00%
ExhaustionPersistence_Age2 | ReassertionProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age2 | ReassertionProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age2 | RecoveryResolution_Age1 | 5 | 26.32%
ExhaustionPersistence_Age2 | RecoveryResolution_Age2 | 0 | 0.00%
ExhaustionPersistence_Age2 | RecoveryResolution_Age3 | 0 | 0.00%
ExhaustionPersistence_Age3 | CompressionProcessing_Age1 | 0 | 0.00%
ExhaustionPersistence_Age3 | CompressionProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age3 | CompressionProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age3 | CompressionProcessing_Age4 | 0 | 0.00%
ExhaustionPersistence_Age3 | CompressionProcessing_Age5 | 0 | 0.00%
ExhaustionPersistence_Age3 | CompressionProcessing_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age3 | ConstructiveEmergence_Age1 | 0 | 0.00%
ExhaustionPersistence_Age3 | DecayToNeutral_Age1 | 0 | 0.00%
ExhaustionPersistence_Age3 | DestructiveRotation_Age1 | 0 | 0.00%
ExhaustionPersistence_Age3 | DestructiveRotation_Age2 | 0 | 0.00%
ExhaustionPersistence_Age3 | DestructiveRotation_Age3 | 0 | 0.00%
ExhaustionPersistence_Age3 | ExhaustionPersistence_Age1 | 0 | 0.00%
ExhaustionPersistence_Age3 | ExhaustionPersistence_Age2 | 0 | 0.00%
ExhaustionPersistence_Age3 | ExhaustionPersistence_Age3 | 0 | 0.00%
ExhaustionPersistence_Age3 | ExhaustionPersistence_Age4 | 11 | 78.57%
ExhaustionPersistence_Age3 | ExhaustionPersistence_Age5 | 0 | 0.00%
ExhaustionPersistence_Age3 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age3 | MixedStructure_Age1 | 0 | 0.00%
ExhaustionPersistence_Age3 | MixedStructure_Age2 | 0 | 0.00%
ExhaustionPersistence_Age3 | MixedStructure_Age3 | 0 | 0.00%
ExhaustionPersistence_Age3 | MixedStructure_Age4 | 0 | 0.00%
ExhaustionPersistence_Age3 | NeutralProcessing_Age1 | 3 | 21.43%
ExhaustionPersistence_Age3 | NeutralProcessing_Age11-20 | 0 | 0.00%
ExhaustionPersistence_Age3 | NeutralProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age3 | NeutralProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age3 | NeutralProcessing_Age4 | 0 | 0.00%
ExhaustionPersistence_Age3 | NeutralProcessing_Age5 | 0 | 0.00%
ExhaustionPersistence_Age3 | NeutralProcessing_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age3 | ReassertionProcessing_Age1 | 0 | 0.00%
ExhaustionPersistence_Age3 | ReassertionProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age3 | ReassertionProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age3 | RecoveryResolution_Age1 | 0 | 0.00%
ExhaustionPersistence_Age3 | RecoveryResolution_Age2 | 0 | 0.00%
ExhaustionPersistence_Age3 | RecoveryResolution_Age3 | 0 | 0.00%
ExhaustionPersistence_Age4 | CompressionProcessing_Age1 | 1 | 9.09%
ExhaustionPersistence_Age4 | CompressionProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age4 | CompressionProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age4 | CompressionProcessing_Age4 | 0 | 0.00%
ExhaustionPersistence_Age4 | CompressionProcessing_Age5 | 0 | 0.00%
ExhaustionPersistence_Age4 | CompressionProcessing_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age4 | ConstructiveEmergence_Age1 | 0 | 0.00%
ExhaustionPersistence_Age4 | DecayToNeutral_Age1 | 0 | 0.00%
ExhaustionPersistence_Age4 | DestructiveRotation_Age1 | 2 | 18.18%
ExhaustionPersistence_Age4 | DestructiveRotation_Age2 | 0 | 0.00%
ExhaustionPersistence_Age4 | DestructiveRotation_Age3 | 0 | 0.00%
ExhaustionPersistence_Age4 | ExhaustionPersistence_Age1 | 0 | 0.00%
ExhaustionPersistence_Age4 | ExhaustionPersistence_Age2 | 0 | 0.00%
ExhaustionPersistence_Age4 | ExhaustionPersistence_Age3 | 0 | 0.00%
ExhaustionPersistence_Age4 | ExhaustionPersistence_Age4 | 0 | 0.00%
ExhaustionPersistence_Age4 | ExhaustionPersistence_Age5 | 6 | 54.55%
ExhaustionPersistence_Age4 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age4 | MixedStructure_Age1 | 0 | 0.00%
ExhaustionPersistence_Age4 | MixedStructure_Age2 | 0 | 0.00%
ExhaustionPersistence_Age4 | MixedStructure_Age3 | 0 | 0.00%
ExhaustionPersistence_Age4 | MixedStructure_Age4 | 0 | 0.00%
ExhaustionPersistence_Age4 | NeutralProcessing_Age1 | 1 | 9.09%
ExhaustionPersistence_Age4 | NeutralProcessing_Age11-20 | 0 | 0.00%
ExhaustionPersistence_Age4 | NeutralProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age4 | NeutralProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age4 | NeutralProcessing_Age4 | 0 | 0.00%
ExhaustionPersistence_Age4 | NeutralProcessing_Age5 | 0 | 0.00%
ExhaustionPersistence_Age4 | NeutralProcessing_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age4 | ReassertionProcessing_Age1 | 0 | 0.00%
ExhaustionPersistence_Age4 | ReassertionProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age4 | ReassertionProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age4 | RecoveryResolution_Age1 | 1 | 9.09%
ExhaustionPersistence_Age4 | RecoveryResolution_Age2 | 0 | 0.00%
ExhaustionPersistence_Age4 | RecoveryResolution_Age3 | 0 | 0.00%
ExhaustionPersistence_Age5 | CompressionProcessing_Age1 | 1 | 16.67%
ExhaustionPersistence_Age5 | CompressionProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age5 | CompressionProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age5 | CompressionProcessing_Age4 | 0 | 0.00%
ExhaustionPersistence_Age5 | CompressionProcessing_Age5 | 0 | 0.00%
ExhaustionPersistence_Age5 | CompressionProcessing_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age5 | ConstructiveEmergence_Age1 | 0 | 0.00%
ExhaustionPersistence_Age5 | DecayToNeutral_Age1 | 0 | 0.00%
ExhaustionPersistence_Age5 | DestructiveRotation_Age1 | 0 | 0.00%
ExhaustionPersistence_Age5 | DestructiveRotation_Age2 | 0 | 0.00%
ExhaustionPersistence_Age5 | DestructiveRotation_Age3 | 0 | 0.00%
ExhaustionPersistence_Age5 | ExhaustionPersistence_Age1 | 0 | 0.00%
ExhaustionPersistence_Age5 | ExhaustionPersistence_Age2 | 0 | 0.00%
ExhaustionPersistence_Age5 | ExhaustionPersistence_Age3 | 0 | 0.00%
ExhaustionPersistence_Age5 | ExhaustionPersistence_Age4 | 0 | 0.00%
ExhaustionPersistence_Age5 | ExhaustionPersistence_Age5 | 0 | 0.00%
ExhaustionPersistence_Age5 | ExhaustionPersistence_Age6-10 | 4 | 66.67%
ExhaustionPersistence_Age5 | MixedStructure_Age1 | 0 | 0.00%
ExhaustionPersistence_Age5 | MixedStructure_Age2 | 0 | 0.00%
ExhaustionPersistence_Age5 | MixedStructure_Age3 | 0 | 0.00%
ExhaustionPersistence_Age5 | MixedStructure_Age4 | 0 | 0.00%
ExhaustionPersistence_Age5 | NeutralProcessing_Age1 | 0 | 0.00%
ExhaustionPersistence_Age5 | NeutralProcessing_Age11-20 | 0 | 0.00%
ExhaustionPersistence_Age5 | NeutralProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age5 | NeutralProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age5 | NeutralProcessing_Age4 | 0 | 0.00%
ExhaustionPersistence_Age5 | NeutralProcessing_Age5 | 0 | 0.00%
ExhaustionPersistence_Age5 | NeutralProcessing_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age5 | ReassertionProcessing_Age1 | 0 | 0.00%
ExhaustionPersistence_Age5 | ReassertionProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age5 | ReassertionProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age5 | RecoveryResolution_Age1 | 1 | 16.67%
ExhaustionPersistence_Age5 | RecoveryResolution_Age2 | 0 | 0.00%
ExhaustionPersistence_Age5 | RecoveryResolution_Age3 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age1 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age4 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age5 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | ConstructiveEmergence_Age1 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | DecayToNeutral_Age1 | 1 | 16.67%
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age1 | 2 | 33.33%
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age2 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age3 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age1 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age2 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age3 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age4 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age5 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | 2 | 33.33%
ExhaustionPersistence_Age6-10 | MixedStructure_Age1 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | MixedStructure_Age2 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | MixedStructure_Age3 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | MixedStructure_Age4 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age1 | 1 | 16.67%
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age11-20 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age4 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age5 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age6-10 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | ReassertionProcessing_Age1 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | ReassertionProcessing_Age2 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | ReassertionProcessing_Age3 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age2 | 0 | 0.00%
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age3 | 0 | 0.00%
MixedStructure_Age1 | CompressionProcessing_Age1 | 4 | 2.19%
MixedStructure_Age1 | CompressionProcessing_Age2 | 0 | 0.00%
MixedStructure_Age1 | CompressionProcessing_Age3 | 0 | 0.00%
MixedStructure_Age1 | CompressionProcessing_Age4 | 0 | 0.00%
MixedStructure_Age1 | CompressionProcessing_Age5 | 0 | 0.00%
MixedStructure_Age1 | CompressionProcessing_Age6-10 | 0 | 0.00%
MixedStructure_Age1 | ConstructiveEmergence_Age1 | 1 | 0.55%
MixedStructure_Age1 | DecayToNeutral_Age1 | 35 | 19.13%
MixedStructure_Age1 | DestructiveRotation_Age1 | 2 | 1.09%
MixedStructure_Age1 | DestructiveRotation_Age2 | 0 | 0.00%
MixedStructure_Age1 | DestructiveRotation_Age3 | 0 | 0.00%
MixedStructure_Age1 | ExhaustionPersistence_Age1 | 24 | 13.11%
MixedStructure_Age1 | ExhaustionPersistence_Age2 | 0 | 0.00%
MixedStructure_Age1 | ExhaustionPersistence_Age3 | 0 | 0.00%
MixedStructure_Age1 | ExhaustionPersistence_Age4 | 0 | 0.00%
MixedStructure_Age1 | ExhaustionPersistence_Age5 | 0 | 0.00%
MixedStructure_Age1 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
MixedStructure_Age1 | MixedStructure_Age1 | 0 | 0.00%
MixedStructure_Age1 | MixedStructure_Age2 | 27 | 14.75%
MixedStructure_Age1 | MixedStructure_Age3 | 0 | 0.00%
MixedStructure_Age1 | MixedStructure_Age4 | 0 | 0.00%
MixedStructure_Age1 | NeutralProcessing_Age1 | 65 | 35.52%
MixedStructure_Age1 | NeutralProcessing_Age11-20 | 0 | 0.00%
MixedStructure_Age1 | NeutralProcessing_Age2 | 0 | 0.00%
MixedStructure_Age1 | NeutralProcessing_Age3 | 0 | 0.00%
MixedStructure_Age1 | NeutralProcessing_Age4 | 0 | 0.00%
MixedStructure_Age1 | NeutralProcessing_Age5 | 0 | 0.00%
MixedStructure_Age1 | NeutralProcessing_Age6-10 | 0 | 0.00%
MixedStructure_Age1 | ReassertionProcessing_Age1 | 13 | 7.10%
MixedStructure_Age1 | ReassertionProcessing_Age2 | 0 | 0.00%
MixedStructure_Age1 | ReassertionProcessing_Age3 | 0 | 0.00%
MixedStructure_Age1 | RecoveryResolution_Age1 | 12 | 6.56%
MixedStructure_Age1 | RecoveryResolution_Age2 | 0 | 0.00%
MixedStructure_Age1 | RecoveryResolution_Age3 | 0 | 0.00%
MixedStructure_Age2 | CompressionProcessing_Age1 | 0 | 0.00%
MixedStructure_Age2 | CompressionProcessing_Age2 | 0 | 0.00%
MixedStructure_Age2 | CompressionProcessing_Age3 | 0 | 0.00%
MixedStructure_Age2 | CompressionProcessing_Age4 | 0 | 0.00%
MixedStructure_Age2 | CompressionProcessing_Age5 | 0 | 0.00%
MixedStructure_Age2 | CompressionProcessing_Age6-10 | 0 | 0.00%
MixedStructure_Age2 | ConstructiveEmergence_Age1 | 0 | 0.00%
MixedStructure_Age2 | DecayToNeutral_Age1 | 7 | 25.93%
MixedStructure_Age2 | DestructiveRotation_Age1 | 1 | 3.70%
MixedStructure_Age2 | DestructiveRotation_Age2 | 0 | 0.00%
MixedStructure_Age2 | DestructiveRotation_Age3 | 0 | 0.00%
MixedStructure_Age2 | ExhaustionPersistence_Age1 | 0 | 0.00%
MixedStructure_Age2 | ExhaustionPersistence_Age2 | 0 | 0.00%
MixedStructure_Age2 | ExhaustionPersistence_Age3 | 0 | 0.00%
MixedStructure_Age2 | ExhaustionPersistence_Age4 | 0 | 0.00%
MixedStructure_Age2 | ExhaustionPersistence_Age5 | 0 | 0.00%
MixedStructure_Age2 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
MixedStructure_Age2 | MixedStructure_Age1 | 0 | 0.00%
MixedStructure_Age2 | MixedStructure_Age2 | 0 | 0.00%
MixedStructure_Age2 | MixedStructure_Age3 | 4 | 14.81%
MixedStructure_Age2 | MixedStructure_Age4 | 0 | 0.00%
MixedStructure_Age2 | NeutralProcessing_Age1 | 9 | 33.33%
MixedStructure_Age2 | NeutralProcessing_Age11-20 | 0 | 0.00%
MixedStructure_Age2 | NeutralProcessing_Age2 | 0 | 0.00%
MixedStructure_Age2 | NeutralProcessing_Age3 | 0 | 0.00%
MixedStructure_Age2 | NeutralProcessing_Age4 | 0 | 0.00%
MixedStructure_Age2 | NeutralProcessing_Age5 | 0 | 0.00%
MixedStructure_Age2 | NeutralProcessing_Age6-10 | 0 | 0.00%
MixedStructure_Age2 | ReassertionProcessing_Age1 | 2 | 7.41%
MixedStructure_Age2 | ReassertionProcessing_Age2 | 0 | 0.00%
MixedStructure_Age2 | ReassertionProcessing_Age3 | 0 | 0.00%
MixedStructure_Age2 | RecoveryResolution_Age1 | 4 | 14.81%
MixedStructure_Age2 | RecoveryResolution_Age2 | 0 | 0.00%
MixedStructure_Age2 | RecoveryResolution_Age3 | 0 | 0.00%
MixedStructure_Age3 | CompressionProcessing_Age1 | 0 | 0.00%
MixedStructure_Age3 | CompressionProcessing_Age2 | 0 | 0.00%
MixedStructure_Age3 | CompressionProcessing_Age3 | 0 | 0.00%
MixedStructure_Age3 | CompressionProcessing_Age4 | 0 | 0.00%
MixedStructure_Age3 | CompressionProcessing_Age5 | 0 | 0.00%
MixedStructure_Age3 | CompressionProcessing_Age6-10 | 0 | 0.00%
MixedStructure_Age3 | ConstructiveEmergence_Age1 | 0 | 0.00%
MixedStructure_Age3 | DecayToNeutral_Age1 | 1 | 25.00%
MixedStructure_Age3 | DestructiveRotation_Age1 | 1 | 25.00%
MixedStructure_Age3 | DestructiveRotation_Age2 | 0 | 0.00%
MixedStructure_Age3 | DestructiveRotation_Age3 | 0 | 0.00%
MixedStructure_Age3 | ExhaustionPersistence_Age1 | 0 | 0.00%
MixedStructure_Age3 | ExhaustionPersistence_Age2 | 0 | 0.00%
MixedStructure_Age3 | ExhaustionPersistence_Age3 | 0 | 0.00%
MixedStructure_Age3 | ExhaustionPersistence_Age4 | 0 | 0.00%
MixedStructure_Age3 | ExhaustionPersistence_Age5 | 0 | 0.00%
MixedStructure_Age3 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
MixedStructure_Age3 | MixedStructure_Age1 | 0 | 0.00%
MixedStructure_Age3 | MixedStructure_Age2 | 0 | 0.00%
MixedStructure_Age3 | MixedStructure_Age3 | 0 | 0.00%
MixedStructure_Age3 | MixedStructure_Age4 | 2 | 50.00%
MixedStructure_Age3 | NeutralProcessing_Age1 | 0 | 0.00%
MixedStructure_Age3 | NeutralProcessing_Age11-20 | 0 | 0.00%
MixedStructure_Age3 | NeutralProcessing_Age2 | 0 | 0.00%
MixedStructure_Age3 | NeutralProcessing_Age3 | 0 | 0.00%
MixedStructure_Age3 | NeutralProcessing_Age4 | 0 | 0.00%
