APVA Path Motif Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Motif Table
PreviousNode | CurrentNode | NextNode | Count | Probability | ReplicationCount
MixedStructure_Age1 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 23 | 13.22% | 3
NeutralProcessing_Age2 | CompressionProcessing_Age1 | RecoveryResolution_Age1 | 22 | 4.85% | 2

Aggregate Strong Motif Table
Motif | Count | ProbabilityDelta | EntropyReduction | ReplicationCount
ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 274 | 68.01% | 0.9484 | 3
ExhaustionPersistence_Age2 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 81 | 68.01% | 0.9484 | 3
CompressionProcessing_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 82 | 44.30% | 0.9484 | 3
DecayToNeutral_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 103 | 43.58% | 1.1164 | 3
ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 77 | 38.41% | 0.2938 | 3
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 88 | 31.63% | 0.6034 | 3
NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 126 | 31.01% | 0.4691 | 3
ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 -> DestructiveRotation_Age1 | 97 | 30.83% | 0.3221 | 3
NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 330 | 30.54% | 0.4755 | 3
NeutralProcessing_Age3 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 143 | 29.59% | 0.6068 | 3
NeutralProcessing_Age2 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 129 | -28.00% | -0.0657 | 3
RecoveryResolution_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 62 | 27.29% | 0.5867 | 3
MixedStructure_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 102 | 26.26% | 0.1439 | 3
DecayToNeutral_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 216 | 26.17% | 0.2304 | 3
CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 117 | 25.55% | 0.4658 | 3
NeutralProcessing_Age2 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 252 | 25.04% | -0.0657 | 3
MixedStructure_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 81 | 24.58% | 0.6302 | 3
NeutralProcessing_Age2 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 394 | 22.79% | 0.4489 | 3
MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 270 | 22.79% | 0.4277 | 3
NeutralProcessing_Age3 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 57 | 20.43% | -0.1880 | 3
CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 -> CompressionProcessing_Age1 | 62 | 19.05% | 0.1695 | 3
CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 197 | 18.95% | 0.2118 | 3
ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 | 67 | 18.16% | 0.2897 | 3
NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 149 | -17.22% | -0.0244 | 3
ReassertionProcessing_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 77 | 16.92% | 0.5365 | 3
ReassertionProcessing_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 | 212 | 15.17% | 0.1904 | 3

Aggregate Junction Motif Table
PreviousNode | JunctionNode | NextNode | Count | Probability | ProbabilityDelta
CompressionProcessing_Age2 | ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | 1 | 100.00% | 94.50%
START | MixedStructure_Age1 | MixedStructure_Age2 | 3 | 100.00% | 89.00%
CompressionProcessing_Age11-20 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 2 | 100.00% | 87.74%
MixedStructure_Age4 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 1 | 100.00% | 87.32%
DestructiveRotation_Age3 | MixedStructure_Age1 | DecayToNeutral_Age1 | 1 | 100.00% | 80.11%
NeutralProcessing_Age21+ | ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 1 | 100.00% | 78.32%
CompressionProcessing_Age5 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 5 | 83.33% | 76.36%
ExhaustionPersistence_Age4 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 9 | 100.00% | 70.52%
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 2 | 100.00% | 70.52%
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 1 | 100.00% | 69.54%
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 274 | 100.00% | 68.01%
ExhaustionPersistence_Age2 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 81 | 100.00% | 68.01%
ExhaustionPersistence_Age3 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 18 | 100.00% | 68.01%
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 4 | 100.00% | 68.01%
CompressionProcessing_Age6-10 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 2 | 100.00% | 67.64%
CompressionProcessing_Age3 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 4 | 66.67% | 59.70%
NeutralProcessing_Age4 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 15 | 71.43% | 59.12%
DestructiveRotation_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 3 | 100.00% | 51.38%
MixedStructure_Age3 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 2 | 100.00% | 51.38%
MixedStructure_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 16 | 80.00% | 47.64%
CompressionProcessing_Age6-10 | DestructiveRotation_Age1 | CompressionProcessing_Age1 | 1 | 50.00% | 47.11%
MixedStructure_Age3 | DestructiveRotation_Age1 | CompressionProcessing_Age1 | 1 | 50.00% | 47.11%
ExhaustionPersistence_Age4 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 10 | 76.92% | 44.93%
NeutralProcessing_Age5 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 8 | 57.14% | 44.84%
NeutralProcessing_Age21+ | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 3 | 75.00% | 44.54%
CompressionProcessing_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 82 | 100.00% | 44.30%
CompressionProcessing_Age3 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 37 | 100.00% | 44.30%
MixedStructure_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 34 | 100.00% | 44.30%
CompressionProcessing_Age4 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 24 | 100.00% | 44.30%
CompressionProcessing_Age6-10 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 14 | 100.00% | 44.30%
CompressionProcessing_Age5 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 12 | 100.00% | 44.30%
DestructiveRotation_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 8 | 100.00% | 44.30%
MixedStructure_Age3 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 6 | 100.00% | 44.30%
CompressionProcessing_Age11-20 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 1 | 100.00% | 44.30%
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 30 | 50.85% | 43.88%
DecayToNeutral_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 103 | 100.00% | 43.58%
ReassertionProcessing_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 13 | 100.00% | 43.58%
MixedStructure_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 8 | 100.00% | 43.58%
DestructiveRotation_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 3 | 100.00% | 43.58%
DestructiveRotation_Age3 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 2 | 100.00% | 43.58%
ReassertionProcessing_Age3 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 1 | 100.00% | 43.58%
MixedStructure_Age3 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 5 | 62.50% | 43.04%
DestructiveRotation_Age2 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 3 | 50.00% | 43.03%
ExhaustionPersistence_Age5 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 3 | 75.00% | 43.01%
NeutralProcessing_Age5 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 12 | 57.14% | 42.82%
DestructiveRotation_Age2 | MixedStructure_Age1 | DecayToNeutral_Age1 | 3 | 60.00% | 40.11%
NeutralProcessing_Age4 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 13 | 54.17% | 39.85%
NeutralProcessing_Age4 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 20 | 80.00% | 39.42%
NeutralProcessing_Age6-10 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 13 | 50.00% | 37.69%
NeutralProcessing_Age4 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 5 | 19.23% | -37.19%
MixedStructure_Age2 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 2 | 66.67% | 37.18%
DestructiveRotation_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 26 | 92.86% | 36.44%
DecayToNeutral_Age1 | ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 4 | 50.00% | 36.24%
DestructiveRotation_Age2 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 11 | 55.00% | 35.54%
DecayToNeutral_Age1 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 8 | 42.11% | 35.13%
NeutralProcessing_Age2 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 6 | 66.67% | 34.56%
NeutralProcessing_Age5 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 2 | 66.67% | 34.56%
CompressionProcessing_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 2 | 66.67% | 34.31%
CompressionProcessing_Age2 | MixedStructure_Age1 | NeutralProcessing_Age1 | 1 | 4.55% | -33.00%
ExhaustionPersistence_Age4 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 3 | 23.08% | -32.62%
NeutralProcessing_Age11-20 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 4 | 44.44% | 32.14%
NeutralProcessing_Age2 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 28 | 59.57% | 31.84%
DecayToNeutral_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 88 | 61.11% | 31.63%
NeutralProcessing_Age21+ | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 1 | 25.00% | -31.42%
NeutralProcessing_Age3 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 126 | 71.59% | 31.01%
DestructiveRotation_Age2 | MixedStructure_Age1 | RecoveryResolution_Age1 | 2 | 40.00% | 30.77%
ExhaustionPersistence_Age5 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 1 | 25.00% | -30.70%
NeutralProcessing_Age2 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 330 | 71.12% | 30.54%
MixedStructure_Age2 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 23 | 50.00% | 30.54%
MixedStructure_Age4 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 1 | 50.00% | 30.54%
NeutralProcessing_Age3 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 29 | 25.89% | -30.53%
CompressionProcessing_Age2 | MixedStructure_Age1 | DecayToNeutral_Age1 | 11 | 50.00% | 30.11%
NeutralProcessing_Age3 | MixedStructure_Age1 | NeutralProcessing_Age1 | 143 | 67.14% | 29.59%
CompressionProcessing_Age4 | MixedStructure_Age1 | NeutralProcessing_Age1 | 2 | 8.33% | -29.21%
RecoveryResolution_Age6-10 | CompressionProcessing_Age1 | RecoveryResolution_Age1 | 1 | 33.33% | 28.82%
NeutralProcessing_Age6-10 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 22 | 43.14% | 28.82%
MixedStructure_Age1 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 21 | 12.07% | -28.51%
NeutralProcessing_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 129 | 28.41% | -28.00%
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 31 | 57.41% | 27.92%
CompressionProcessing_Age4 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 2 | 40.00% | 27.32%
NeutralProcessing_Age4 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 6 | 28.57% | -27.13%
CompressionProcessing_Age1 | DestructiveRotation_Age1 | RecoveryResolution_Age1 | 7 | 31.82% | 26.77%
NeutralProcessing_Age2 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 2 | 22.22% | -26.40%
NeutralProcessing_Age3 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 3 | 75.00% | 26.38%
CompressionProcessing_Age2 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 1 | 33.33% | 26.36%
CompressionProcessing_Age4 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 1 | 33.33% | 26.36%
MixedStructure_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 102 | 58.62% | 26.26%
DecayToNeutral_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 216 | 46.06% | 26.17%
NeutralProcessing_Age21+ | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 4 | 66.67% | 26.09%
DestructiveRotation_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 40 | 81.63% | 25.93%
CompressionProcessing_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 117 | 81.25% | 25.55%
ReassertionProcessing_Age3 | DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 5 | 31.25% | 25.17%
NeutralProcessing_Age2 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 252 | 55.51% | 25.04%
MixedStructure_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 81 | 81.00% | 24.58%
NeutralProcessing_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 37 | 7.97% | -24.38%
ExhaustionPersistence_Age5 | DestructiveRotation_Age1 | MixedStructure_Age1 | 2 | 28.57% | 23.93%
CompressionProcessing_Age2 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 8 | 53.33% | 23.85%
NeutralProcessing_Age4 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 14 | 53.85% | 23.38%
DestructiveRotation_Age1 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 2 | 7.14% | -23.32%
CompressionProcessing_Age5 | MixedStructure_Age1 | NeutralProcessing_Age1 | 2 | 14.29% | -23.26%
ReassertionProcessing_Age3 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 1 | 6.25% | -23.23%
CompressionProcessing_Age1 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 1 | 4.55% | -23.19%
CompressionProcessing_Age3 | MixedStructure_Age1 | ReassertionProcessing_Age1 | 5 | 27.78% | 23.11%
RecoveryResolution_Age6-10 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 1 | 33.33% | -23.08%
CompressionProcessing_Age5 | MixedStructure_Age1 | DecayToNeutral_Age1 | 6 | 42.86% | 22.97%
NeutralProcessing_Age2 | MixedStructure_Age1 | NeutralProcessing_Age1 | 394 | 60.34% | 22.79%
MixedStructure_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 270 | 78.49% | 22.79%
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 12 | 63.16% | 22.58%
CompressionProcessing_Age3 | DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | 1 | 33.33% | 22.20%
RecoveryResolution_Age3 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 12 | 34.29% | 22.02%
MixedStructure_Age4 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 1 | 50.00% | 21.99%
CompressionProcessing_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 19 | 59.38% | 21.83%
CompressionProcessing_Age4 | MixedStructure_Age1 | DecayToNeutral_Age1 | 10 | 41.67% | 21.78%
CompressionProcessing_Age2 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 43 | 33.86% | 21.60%
NeutralProcessing_Age3 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 19 | 10.80% | -21.56%
RecoveryResolution_Age4 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 1 | 9.09% | -21.37%
CompressionProcessing_Age6-10 | MixedStructure_Age1 | DecayToNeutral_Age1 | 7 | 41.18% | 21.29%
CompressionProcessing_Age2 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 1 | 6.67% | -21.07%
NeutralProcessing_Age4 | MixedStructure_Age1 | NeutralProcessing_Age1 | 21 | 58.33% | 20.79%
CompressionProcessing_Age3 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 1 | 33.33% | 20.65%
MixedStructure_Age2 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 1 | 33.33% | 20.65%
MixedStructure_Age3 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 1 | 50.00% | 20.52%
CompressionProcessing_Age6-10 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 1 | 50.00% | 20.52%
NeutralProcessing_Age3 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 57 | 50.89% | 20.43%
MixedStructure_Age1 | ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 8 | 33.33% | 19.57%
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 62 | 31.31% | 19.05%
NeutralProcessing_Age11-20 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 3 | 33.33% | 19.01%
CompressionProcessing_Age3 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 2 | 33.33% | 18.91%
CompressionProcessing_Age4 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 1 | 33.33% | 18.91%
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 17 | 31.48% | 18.80%
ReassertionProcessing_Age2 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 67 | 45.89% | 18.16%
ExhaustionPersistence_Age4 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 2 | 12.50% | -17.96%
NeutralProcessing_Age11-20 | ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | 2 | 22.22% | 17.95%
NeutralProcessing_Age4 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 1 | 50.00% | 17.89%
NeutralProcessing_Age11-20 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 1 | 50.00% | 17.89%
CompressionProcessing_Age3 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 22 | 30.14% | 17.87%
RecoveryResolution_Age3 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 16 | 45.71% | 17.71%
ExhaustionPersistence_Age5 | DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | 2 | 28.57% | 17.44%
NeutralProcessing_Age1 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 149 | 23.35% | -17.22%
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 77 | 73.33% | 16.92%
MixedStructure_Age1 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 21 | 29.17% | 16.49%
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 6 | 3.03% | -16.43%
RecoveryResolution_Age4 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 8 | 72.73% | 16.31%
NeutralProcessing_Age21+ | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 2 | 28.57% | 16.17%
NeutralProcessing_Age5 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 32 | 48.48% | 16.13%
MixedStructure_Age3 | ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 3 | 37.50% | 15.82%
CompressionProcessing_Age5 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 1 | 16.67% | -15.69%
NeutralProcessing_Age5 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 1 | 33.33% | -15.29%
ReassertionProcessing_Age2 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 21 | 14.38% | -15.10%
DecayToNeutral_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 9 | 47.37% | 15.01%

Aggregate Pipeline Motif Table
PreviousNode | PipelineNode | NextNode | Count | Probability
NeutralProcessing_Age3 | NeutralProcessing_Age4 | NeutralProcessing_Age5 | 1367 | 91.07%
NeutralProcessing_Age4 | NeutralProcessing_Age5 | NeutralProcessing_Age6-10 | 1113 | 81.42%
NeutralProcessing_Age6-10 | NeutralProcessing_Age11-20 | NeutralProcessing_Age11-20 | 196 | 80.33%
NeutralProcessing_Age2 | NeutralProcessing_Age3 | NeutralProcessing_Age4 | 1501 | 74.83%
NeutralProcessing_Age11-20 | NeutralProcessing_Age11-20 | NeutralProcessing_Age11-20 | 518 | 72.55%
NeutralProcessing_Age2 | NeutralProcessing_Age3 | MixedStructure_Age1 | 213 | 10.62%
NeutralProcessing_Age11-20 | NeutralProcessing_Age11-20 | MixedStructure_Age1 | 69 | 9.66%
NeutralProcessing_Age2 | NeutralProcessing_Age3 | ReassertionProcessing_Age1 | 176 | 8.77%
NeutralProcessing_Age11-20 | NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | 55 | 7.70%
NeutralProcessing_Age6-10 | NeutralProcessing_Age11-20 | MixedStructure_Age1 | 18 | 7.38%
NeutralProcessing_Age4 | NeutralProcessing_Age5 | MixedStructure_Age1 | 89 | 6.51%
NeutralProcessing_Age6-10 | NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | 14 | 5.74%
NeutralProcessing_Age2 | NeutralProcessing_Age3 | CompressionProcessing_Age1 | 112 | 5.58%
NeutralProcessing_Age11-20 | NeutralProcessing_Age11-20 | CompressionProcessing_Age1 | 38 | 5.32%
NeutralProcessing_Age6-10 | NeutralProcessing_Age11-20 | CompressionProcessing_Age1 | 12 | 4.92%
NeutralProcessing_Age4 | NeutralProcessing_Age5 | ReassertionProcessing_Age1 | 66 | 4.83%
NeutralProcessing_Age4 | NeutralProcessing_Age5 | CompressionProcessing_Age1 | 61 | 4.46%
NeutralProcessing_Age11-20 | NeutralProcessing_Age11-20 | NeutralProcessing_Age21+ | 18 | 2.52%
NeutralProcessing_Age3 | NeutralProcessing_Age4 | MixedStructure_Age1 | 36 | 2.40%
NeutralProcessing_Age3 | NeutralProcessing_Age4 | CompressionProcessing_Age1 | 26 | 1.73%
NeutralProcessing_Age3 | NeutralProcessing_Age4 | ReassertionProcessing_Age1 | 25 | 1.67%
NeutralProcessing_Age6-10 | NeutralProcessing_Age11-20 | ExhaustionPersistence_Age1 | 4 | 1.64%
NeutralProcessing_Age3 | NeutralProcessing_Age4 | ExhaustionPersistence_Age1 | 24 | 1.60%
NeutralProcessing_Age4 | NeutralProcessing_Age5 | ExhaustionPersistence_Age1 | 21 | 1.54%
NeutralProcessing_Age3 | NeutralProcessing_Age4 | RecoveryResolution_Age1 | 21 | 1.40%
NeutralProcessing_Age11-20 | NeutralProcessing_Age11-20 | RecoveryResolution_Age1 | 9 | 1.26%
NeutralProcessing_Age4 | NeutralProcessing_Age5 | RecoveryResolution_Age1 | 14 | 1.02%
NeutralProcessing_Age11-20 | NeutralProcessing_Age11-20 | ExhaustionPersistence_Age1 | 5 | 0.70%
NeutralProcessing_Age11-20 | NeutralProcessing_Age11-20 | ConstructiveEmergence_Age1 | 2 | 0.28%
NeutralProcessing_Age4 | NeutralProcessing_Age5 | ConstructiveEmergence_Age1 | 3 | 0.22%
NeutralProcessing_Age2 | NeutralProcessing_Age3 | ConstructiveEmergence_Age1 | 4 | 0.20%
NeutralProcessing_Age3 | NeutralProcessing_Age4 | ConstructiveEmergence_Age1 | 2 | 0.13%

Aggregate Motif Contribution Table
Motif | ContributionScore | ReplicationCount
NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 0.0134 | 3
NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 0.0102 | 3
NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 | 0.0093 | 3
NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 0.0075 | 3
NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 0.0063 | 3
NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 0.0041 | 3
NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 | 0.0036 | 3
ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 0.0028 | 3
NeutralProcessing_Age2 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 0.0017 | 3
NeutralProcessing_Age6-10 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 | 0.0015 | 3
NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 0.0015 | 3
RecoveryResolution_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0011 | 3
DecayToNeutral_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0010 | 3
RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 0.0010 | 3
CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 0.0009 | 3
MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0.0009 | 3
NeutralProcessing_Age3 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 0.0009 | 3
CompressionProcessing_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0.0008 | 3
ExhaustionPersistence_Age2 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 0.0008 | 3
NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 0.0007 | 3
ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 | 0.0007 | 3
ReassertionProcessing_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 0.0007 | 3
CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0.0005 | 3
MixedStructure_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 0.0005 | 3
CompressionProcessing_Age3 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0.0004 | 3
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 0.0004 | 3
