APVA State Transition Model Study v0.1 - Aggregate
========================================================================================================
Instruments: 6E, CL, NQ

Aggregate Transition Matrix Table
State | AgeBucket | NextState | Count_6E | Prob_6E | Count_CL | Prob_CL | Count_NQ | Prob_NQ | ValidInstrumentCount | MeanProbability
NeutralProcessing | 1 | ReassertionProcessing | 530 | 9.34% | 63 | 14.16% | 45 | 15.15% | 3 | 12.88%
NeutralProcessing | 1 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 1 | DestructiveRotation | 237 | 4.18% | 15 | 3.37% | 13 | 4.38% | 3 | 3.98%
NeutralProcessing | 1 | ConstructiveEmergence | 20 | 0.35% | 3 | 0.67% | 4 | 1.35% | 3 | 0.79%
NeutralProcessing | 1 | MixedStructure | 845 | 14.90% | 66 | 14.83% | 39 | 13.13% | 3 | 14.29%
NeutralProcessing | 11-20 | RecoveryResolution | 9 | 1.01% | 0 | 0.00% | 0 | 0.00% | 3 | 0.34%
NeutralProcessing | 11-20 | ExhaustionPersistence | 7 | 0.79% | 1 | 3.33% | 1 | 2.70% | 3 | 2.27%
NeutralProcessing | 11-20 | CompressionProcessing | 46 | 5.16% | 2 | 6.67% | 2 | 5.41% | 3 | 5.74%
NeutralProcessing | 11-20 | NeutralProcessing | 688 | 77.22% | 19 | 63.33% | 25 | 67.57% | 3 | 69.37%
NeutralProcessing | 11-20 | ReassertionProcessing | 61 | 6.85% | 4 | 13.33% | 4 | 10.81% | 3 | 10.33%
NeutralProcessing | 11-20 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 11-20 | DestructiveRotation | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 11-20 | ConstructiveEmergence | 1 | 0.11% | 0 | 0.00% | 1 | 2.70% | 3 | 0.94%
NeutralProcessing | 11-20 | MixedStructure | 79 | 8.87% | 4 | 13.33% | 4 | 10.81% | 3 | 11.00%
NeutralProcessing | 2 | RecoveryResolution | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 2 | ExhaustionPersistence | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 2 | CompressionProcessing | 425 | 13.26% | 24 | 9.49% | 5 | 2.86% | 3 | 8.53%
NeutralProcessing | 2 | NeutralProcessing | 1754 | 54.73% | 140 | 55.34% | 112 | 64.00% | 3 | 58.02%
NeutralProcessing | 2 | ReassertionProcessing | 406 | 12.67% | 30 | 11.86% | 28 | 16.00% | 3 | 13.51%
NeutralProcessing | 2 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 2 | DestructiveRotation | 40 | 1.25% | 5 | 1.98% | 2 | 1.14% | 3 | 1.46%
NeutralProcessing | 2 | ConstructiveEmergence | 7 | 0.22% | 0 | 0.00% | 2 | 1.14% | 3 | 0.45%
NeutralProcessing | 2 | MixedStructure | 573 | 17.88% | 54 | 21.34% | 26 | 14.86% | 3 | 18.03%
NeutralProcessing | 21+ | RecoveryResolution | 0 | 0.00% | 0 | N/A | 0 | N/A | 1 | 0.00%
NeutralProcessing | 21+ | ExhaustionPersistence | 1 | 1.22% | 0 | N/A | 0 | N/A | 1 | 1.22%
NeutralProcessing | 21+ | CompressionProcessing | 4 | 4.88% | 0 | N/A | 0 | N/A | 1 | 4.88%
NeutralProcessing | 21+ | NeutralProcessing | 64 | 78.05% | 0 | N/A | 0 | N/A | 1 | 78.05%
NeutralProcessing | 21+ | ReassertionProcessing | 6 | 7.32% | 0 | N/A | 0 | N/A | 1 | 7.32%
NeutralProcessing | 21+ | DecayToNeutral | 0 | 0.00% | 0 | N/A | 0 | N/A | 1 | 0.00%
NeutralProcessing | 21+ | DestructiveRotation | 0 | 0.00% | 0 | N/A | 0 | N/A | 1 | 0.00%
NeutralProcessing | 21+ | ConstructiveEmergence | 0 | 0.00% | 0 | N/A | 0 | N/A | 1 | 0.00%
NeutralProcessing | 21+ | MixedStructure | 7 | 8.54% | 0 | N/A | 0 | N/A | 1 | 8.54%
NeutralProcessing | 3 | RecoveryResolution | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 3 | ExhaustionPersistence | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 3 | CompressionProcessing | 102 | 5.82% | 5 | 3.57% | 5 | 4.46% | 3 | 4.62%
NeutralProcessing | 3 | NeutralProcessing | 1312 | 74.80% | 106 | 75.71% | 83 | 74.11% | 3 | 74.87%
NeutralProcessing | 3 | ReassertionProcessing | 144 | 8.21% | 14 | 10.00% | 18 | 16.07% | 3 | 11.43%
NeutralProcessing | 3 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 3 | DestructiveRotation | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 3 | ConstructiveEmergence | 4 | 0.23% | 0 | 0.00% | 0 | 0.00% | 3 | 0.08%
NeutralProcessing | 3 | MixedStructure | 192 | 10.95% | 15 | 10.71% | 6 | 5.36% | 3 | 9.01%
NeutralProcessing | 4 | RecoveryResolution | 21 | 1.60% | 0 | 0.00% | 0 | 0.00% | 3 | 0.53%
NeutralProcessing | 4 | ExhaustionPersistence | 21 | 1.60% | 2 | 1.89% | 1 | 1.20% | 3 | 1.56%
NeutralProcessing | 4 | CompressionProcessing | 26 | 1.98% | 0 | 0.00% | 0 | 0.00% | 3 | 0.66%
NeutralProcessing | 4 | NeutralProcessing | 1192 | 90.85% | 95 | 89.62% | 80 | 96.39% | 3 | 92.29%
NeutralProcessing | 4 | ReassertionProcessing | 20 | 1.52% | 4 | 3.77% | 1 | 1.20% | 3 | 2.17%
NeutralProcessing | 4 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 4 | DestructiveRotation | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 4 | ConstructiveEmergence | 0 | 0.00% | 1 | 0.94% | 1 | 1.20% | 3 | 0.72%
NeutralProcessing | 4 | MixedStructure | 32 | 2.44% | 4 | 3.77% | 0 | 0.00% | 3 | 2.07%
NeutralProcessing | 5 | RecoveryResolution | 14 | 1.17% | 0 | 0.00% | 0 | 0.00% | 3 | 0.39%
NeutralProcessing | 5 | ExhaustionPersistence | 20 | 1.68% | 1 | 1.05% | 0 | 0.00% | 3 | 0.91%
NeutralProcessing | 5 | CompressionProcessing | 57 | 4.78% | 3 | 3.16% | 1 | 1.25% | 3 | 3.06%
NeutralProcessing | 5 | NeutralProcessing | 968 | 81.21% | 75 | 78.95% | 70 | 87.50% | 3 | 82.55%
NeutralProcessing | 5 | ReassertionProcessing | 56 | 4.70% | 6 | 6.32% | 4 | 5.00% | 3 | 5.34%
NeutralProcessing | 5 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 5 | DestructiveRotation | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 5 | ConstructiveEmergence | 3 | 0.25% | 0 | 0.00% | 0 | 0.00% | 3 | 0.08%
NeutralProcessing | 5 | MixedStructure | 74 | 6.21% | 10 | 10.53% | 5 | 6.25% | 3 | 7.66%
NeutralProcessing | 6-10 | RecoveryResolution | 23 | 0.80% | 1 | 0.48% | 2 | 1.05% | 3 | 0.78%
NeutralProcessing | 6-10 | ExhaustionPersistence | 41 | 1.42% | 4 | 1.92% | 6 | 3.14% | 3 | 2.16%
NeutralProcessing | 6-10 | CompressionProcessing | 134 | 4.65% | 7 | 3.37% | 5 | 2.62% | 3 | 3.54%
NeutralProcessing | 6-10 | NeutralProcessing | 2137 | 74.10% | 144 | 69.23% | 134 | 70.16% | 3 | 71.16%
NeutralProcessing | 6-10 | ReassertionProcessing | 263 | 9.12% | 31 | 14.90% | 25 | 13.09% | 3 | 12.37%
NeutralProcessing | 6-10 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 6-10 | DestructiveRotation | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
NeutralProcessing | 6-10 | ConstructiveEmergence | 8 | 0.28% | 1 | 0.48% | 2 | 1.05% | 3 | 0.60%
NeutralProcessing | 6-10 | MixedStructure | 278 | 9.64% | 20 | 9.62% | 17 | 8.90% | 3 | 9.39%
ReassertionProcessing | 1 | RecoveryResolution | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
ReassertionProcessing | 1 | ExhaustionPersistence | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
ReassertionProcessing | 1 | CompressionProcessing | 96 | 5.46% | 6 | 3.45% | 3 | 2.04% | 3 | 3.65%
ReassertionProcessing | 1 | NeutralProcessing | 728 | 41.39% | 58 | 33.33% | 58 | 39.46% | 3 | 38.06%
ReassertionProcessing | 1 | ReassertionProcessing | 237 | 13.47% | 32 | 18.39% | 31 | 21.09% | 3 | 17.65%
ReassertionProcessing | 1 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
ReassertionProcessing | 1 | DestructiveRotation | 128 | 7.28% | 11 | 6.32% | 6 | 4.08% | 3 | 5.89%
ReassertionProcessing | 1 | ConstructiveEmergence | 10 | 0.57% | 1 | 0.57% | 2 | 1.36% | 3 | 0.83%
ReassertionProcessing | 1 | MixedStructure | 560 | 31.84% | 66 | 37.93% | 47 | 31.97% | 3 | 33.91%
ReassertionProcessing | 2 | RecoveryResolution | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
ReassertionProcessing | 2 | ExhaustionPersistence | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
ReassertionProcessing | 2 | CompressionProcessing | 10 | 4.22% | 1 | 3.12% | 2 | 6.45% | 3 | 4.60%
ReassertionProcessing | 2 | NeutralProcessing | 103 | 43.46% | 12 | 37.50% | 9 | 29.03% | 3 | 36.66%
ReassertionProcessing | 2 | ReassertionProcessing | 15 | 6.33% | 1 | 3.12% | 1 | 3.23% | 3 | 4.23%
ReassertionProcessing | 2 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
ReassertionProcessing | 2 | DestructiveRotation | 109 | 45.99% | 18 | 56.25% | 19 | 61.29% | 3 | 54.51%
ReassertionProcessing | 2 | ConstructiveEmergence | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
ReassertionProcessing | 2 | MixedStructure | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
ReassertionProcessing | 3 | RecoveryResolution | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 0 | 0.00%
ReassertionProcessing | 3 | ExhaustionPersistence | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 0 | 0.00%
ReassertionProcessing | 3 | CompressionProcessing | 1 | 6.67% | 0 | 0.00% | 0 | 0.00% | 0 | 0.00%
ReassertionProcessing | 3 | NeutralProcessing | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 0 | 0.00%
ReassertionProcessing | 3 | ReassertionProcessing | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 0 | 0.00%
ReassertionProcessing | 3 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 0 | 0.00%
ReassertionProcessing | 3 | DestructiveRotation | 14 | 93.33% | 1 | 100.00% | 1 | 100.00% | 0 | 0.00%
ReassertionProcessing | 3 | ConstructiveEmergence | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 0 | 0.00%
ReassertionProcessing | 3 | MixedStructure | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 0 | 0.00%
RecoveryResolution | 1 | RecoveryResolution | 339 | 31.42% | 38 | 40.43% | 13 | 28.26% | 3 | 33.37%
RecoveryResolution | 1 | ExhaustionPersistence | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
RecoveryResolution | 1 | CompressionProcessing | 607 | 56.26% | 46 | 48.94% | 26 | 56.52% | 3 | 53.90%
RecoveryResolution | 1 | NeutralProcessing | 133 | 12.33% | 10 | 10.64% | 7 | 15.22% | 3 | 12.73%
RecoveryResolution | 1 | ReassertionProcessing | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
RecoveryResolution | 1 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
RecoveryResolution | 1 | DestructiveRotation | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
RecoveryResolution | 1 | ConstructiveEmergence | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
RecoveryResolution | 1 | MixedStructure | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 3 | 0.00%
RecoveryResolution | 2 | RecoveryResolution | 251 | 74.04% | 27 | 71.05% | 9 | 69.23% | 2 | 72.55%
RecoveryResolution | 2 | ExhaustionPersistence | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 2 | 0.00%
RecoveryResolution | 2 | CompressionProcessing | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 2 | 0.00%
RecoveryResolution | 2 | NeutralProcessing | 88 | 25.96% | 11 | 28.95% | 4 | 30.77% | 2 | 27.45%
RecoveryResolution | 2 | ReassertionProcessing | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 2 | 0.00%
RecoveryResolution | 2 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 2 | 0.00%
RecoveryResolution | 2 | DestructiveRotation | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 2 | 0.00%
RecoveryResolution | 2 | ConstructiveEmergence | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 2 | 0.00%
RecoveryResolution | 2 | MixedStructure | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 2 | 0.00%
RecoveryResolution | 3 | RecoveryResolution | 16 | 6.37% | 1 | 3.70% | 0 | 0.00% | 2 | 5.04%
RecoveryResolution | 3 | ExhaustionPersistence | 31 | 12.35% | 4 | 14.81% | 0 | 0.00% | 2 | 13.58%
RecoveryResolution | 3 | CompressionProcessing | 173 | 68.92% | 17 | 62.96% | 7 | 77.78% | 2 | 65.94%
RecoveryResolution | 3 | NeutralProcessing | 31 | 12.35% | 5 | 18.52% | 2 | 22.22% | 2 | 15.43%
RecoveryResolution | 3 | ReassertionProcessing | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 2 | 0.00%
RecoveryResolution | 3 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 2 | 0.00%
RecoveryResolution | 3 | DestructiveRotation | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 2 | 0.00%
RecoveryResolution | 3 | ConstructiveEmergence | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 2 | 0.00%
RecoveryResolution | 3 | MixedStructure | 0 | 0.00% | 0 | 0.00% | 0 | 0.00% | 2 | 0.00%
RecoveryResolution | 4 | RecoveryResolution | 6 | 37.50% | 0 | 0.00% | 0 | N/A | 0 | 0.00%
RecoveryResolution | 4 | ExhaustionPersistence | 0 | 0.00% | 0 | 0.00% | 0 | N/A | 0 | 0.00%
RecoveryResolution | 4 | CompressionProcessing | 10 | 62.50% | 1 | 100.00% | 0 | N/A | 0 | 0.00%
RecoveryResolution | 4 | NeutralProcessing | 0 | 0.00% | 0 | 0.00% | 0 | N/A | 0 | 0.00%
RecoveryResolution | 4 | ReassertionProcessing | 0 | 0.00% | 0 | 0.00% | 0 | N/A | 0 | 0.00%
RecoveryResolution | 4 | DecayToNeutral | 0 | 0.00% | 0 | 0.00% | 0 | N/A | 0 | 0.00%
RecoveryResolution | 4 | DestructiveRotation | 0 | 0.00% | 0 | 0.00% | 0 | N/A | 0 | 0.00%
RecoveryResolution | 4 | ConstructiveEmergence | 0 | 0.00% | 0 | 0.00% | 0 | N/A | 0 | 0.00%
RecoveryResolution | 4 | MixedStructure | 0 | 0.00% | 0 | 0.00% | 0 | N/A | 0 | 0.00%
RecoveryResolution | 5 | RecoveryResolution | 5 | 83.33% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 5 | ExhaustionPersistence | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 5 | CompressionProcessing | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 5 | NeutralProcessing | 1 | 16.67% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 5 | ReassertionProcessing | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 5 | DecayToNeutral | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 5 | DestructiveRotation | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 5 | ConstructiveEmergence | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 5 | MixedStructure | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 6-10 | RecoveryResolution | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 6-10 | ExhaustionPersistence | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 6-10 | CompressionProcessing | 3 | 60.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 6-10 | NeutralProcessing | 2 | 40.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 6-10 | ReassertionProcessing | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 6-10 | DecayToNeutral | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 6-10 | DestructiveRotation | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 6-10 | ConstructiveEmergence | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%
RecoveryResolution | 6-10 | MixedStructure | 0 | 0.00% | 0 | N/A | 0 | N/A | 0 | 0.00%

Aggregate Dominant Destination Table
State | AgeBucket | Destination_6E | Prob_6E | Destination_CL | Prob_CL | Destination_NQ | Prob_NQ | ValidInstrumentCount | MeanDominantProbability | MeanTransitionConfidence
CompressionProcessing | 1 | CompressionProcessing | 56.66% | CompressionProcessing | 51.98% | CompressionProcessing | 57.30% | 3 | 55.31% | 24.89%
CompressionProcessing | 11-20 | CompressionProcessing | 40.00% | N/A | N/A | N/A | N/A | 0 | 0.00% | 0.00%
CompressionProcessing | 2 | CompressionProcessing | 50.63% | CompressionProcessing | 44.57% | CompressionProcessing | 58.82% | 3 | 51.34% | 18.55%
CompressionProcessing | 3 | CompressionProcessing | 62.86% | CompressionProcessing | 53.66% | CompressionProcessing | 60.00% | 3 | 58.84% | 38.13%
CompressionProcessing | 4 | CompressionProcessing | 53.41% | CompressionProcessing | 54.55% | CompressionProcessing | 44.44% | 2 | 53.98% | 29.17%
CompressionProcessing | 5 | CompressionProcessing | 45.04% | CompressionProcessing | 41.67% | CompressionProcessing | 37.50% | 1 | 45.04% | 18.09%
CompressionProcessing | 6-10 | CompressionProcessing | 49.80% | NeutralProcessing | 50.00% | CompressionProcessing | 66.67% | 1 | 49.80% | 24.29%
ConstructiveEmergence | 1 | MixedStructure | 46.99% | MixedStructure | 41.67% | MixedStructure | 64.29% | 1 | 46.99% | 14.46%
DecayToNeutral | 1 | NeutralProcessing | 54.58% | NeutralProcessing | 61.17% | NeutralProcessing | 66.28% | 3 | 60.67% | 34.63%
DestructiveRotation | 1 | DecayToNeutral | 29.78% | NeutralProcessing | 35.21% | DecayToNeutral | 26.98% | 3 | 30.66% | 3.71%
DestructiveRotation | 2 | DecayToNeutral | 45.00% | DecayToNeutral | 33.33% | DestructiveRotation | 45.45% | 1 | 45.00% | 30.00%
DestructiveRotation | 3 | DecayToNeutral | 63.64% | CompressionProcessing | 100.00% | DecayToNeutral | 80.00% | 0 | 0.00% | 0.00%
DestructiveRotation | 4 | DecayToNeutral | 100.00% | N/A | N/A | N/A | N/A | 0 | 0.00% | 0.00%
ExhaustionPersistence | 1 | ExhaustionPersistence | 27.24% | ExhaustionPersistence | 31.96% | ExhaustionPersistence | 37.25% | 3 | 32.15% | 7.92%
ExhaustionPersistence | 2 | ExhaustionPersistence | 76.97% | ExhaustionPersistence | 67.74% | ExhaustionPersistence | 73.68% | 2 | 72.36% | 46.82%
ExhaustionPersistence | 3 | ExhaustionPersistence | 61.11% | ExhaustionPersistence | 76.19% | ExhaustionPersistence | 78.57% | 2 | 68.65% | 41.58%
ExhaustionPersistence | 4 | ExhaustionPersistence | 40.56% | ExhaustionPersistence | 50.00% | ExhaustionPersistence | 54.55% | 1 | 40.56% | 18.18%
ExhaustionPersistence | 5 | ExhaustionPersistence | 31.03% | NeutralProcessing | 37.50% | ExhaustionPersistence | 66.67% | 1 | 31.03% | 6.90%
ExhaustionPersistence | 6-10 | ExhaustionPersistence | 37.93% | ExhaustionPersistence | 66.67% | DestructiveRotation | 33.33% | 1 | 37.93% | 6.90%
MixedStructure | 1 | NeutralProcessing | 37.35% | NeutralProcessing | 41.22% | NeutralProcessing | 35.52% | 3 | 38.03% | 19.64%
MixedStructure | 2 | NeutralProcessing | 31.27% | DecayToNeutral | 28.57% | NeutralProcessing | 33.33% | 3 | 31.06% | 4.13%
MixedStructure | 3 | DecayToNeutral | 40.48% | ConstructiveEmergence | 40.00% | MixedStructure | 50.00% | 1 | 40.48% | 21.43%
MixedStructure | 4 | DecayToNeutral | 37.50% | NeutralProcessing | 100.00% | DestructiveRotation | 50.00% | 0 | 0.00% | 0.00%
MixedStructure | 5 | DecayToNeutral | 100.00% | N/A | N/A | N/A | N/A | 0 | 0.00% | 0.00%
NeutralProcessing | 1 | NeutralProcessing | 56.51% | NeutralProcessing | 56.85% | NeutralProcessing | 58.92% | 3 | 57.43% | 42.47%
NeutralProcessing | 11-20 | NeutralProcessing | 77.22% | NeutralProcessing | 63.33% | NeutralProcessing | 67.57% | 3 | 69.37% | 58.37%
NeutralProcessing | 2 | NeutralProcessing | 54.73% | NeutralProcessing | 55.34% | NeutralProcessing | 64.00% | 3 | 58.02% | 39.61%
NeutralProcessing | 21+ | NeutralProcessing | 78.05% | N/A | N/A | N/A | N/A | 1 | 78.05% | 69.51%
NeutralProcessing | 3 | NeutralProcessing | 74.80% | NeutralProcessing | 75.71% | NeutralProcessing | 74.11% | 3 | 74.87% | 62.30%
NeutralProcessing | 4 | NeutralProcessing | 90.85% | NeutralProcessing | 89.62% | NeutralProcessing | 96.39% | 3 | 92.29% | 89.81%
NeutralProcessing | 5 | NeutralProcessing | 81.21% | NeutralProcessing | 78.95% | NeutralProcessing | 87.50% | 3 | 82.55% | 74.89%
NeutralProcessing | 6-10 | NeutralProcessing | 74.10% | NeutralProcessing | 69.23% | NeutralProcessing | 70.16% | 3 | 71.16% | 58.62%
ReassertionProcessing | 1 | NeutralProcessing | 41.39% | MixedStructure | 37.93% | NeutralProcessing | 39.46% | 3 | 39.59% | 7.21%
ReassertionProcessing | 2 | DestructiveRotation | 45.99% | DestructiveRotation | 56.25% | DestructiveRotation | 61.29% | 3 | 54.51% | 17.85%
ReassertionProcessing | 3 | DestructiveRotation | 93.33% | DestructiveRotation | 100.00% | DestructiveRotation | 100.00% | 0 | 0.00% | 0.00%
RecoveryResolution | 1 | CompressionProcessing | 56.26% | CompressionProcessing | 48.94% | CompressionProcessing | 56.52% | 3 | 53.90% | 20.54%
RecoveryResolution | 2 | RecoveryResolution | 74.04% | RecoveryResolution | 71.05% | RecoveryResolution | 69.23% | 2 | 72.55% | 45.09%
RecoveryResolution | 3 | CompressionProcessing | 68.92% | CompressionProcessing | 62.96% | CompressionProcessing | 77.78% | 2 | 65.94% | 50.51%
RecoveryResolution | 4 | CompressionProcessing | 62.50% | CompressionProcessing | 100.00% | N/A | N/A | 0 | 0.00% | 0.00%
RecoveryResolution | 5 | RecoveryResolution | 83.33% | N/A | N/A | N/A | N/A | 0 | 0.00% | 0.00%
RecoveryResolution | 6-10 | CompressionProcessing | 60.00% | N/A | N/A | N/A | N/A | 0 | 0.00% | 0.00%

Aggregate Entropy Table
State | AgeBucket | Entropy_6E | Entropy_CL | Entropy_NQ | ValidInstrumentCount | MeanEntropy
CompressionProcessing | 1 | 1.1110 | 1.1569 | 1.1310 | 3 | 1.1330
CompressionProcessing | 11-20 | 1.0549 | N/A | N/A | 0 | 0.0000
CompressionProcessing | 2 | 1.2356 | 1.2870 | 1.1075 | 3 | 1.2100
CompressionProcessing | 3 | 1.1341 | 1.2311 | 1.1965 | 3 | 1.1872
CompressionProcessing | 4 | 1.3071 | 1.2438 | 1.6581 | 2 | 1.2755
CompressionProcessing | 5 | 1.5435 | 1.3522 | 1.2555 | 1 | 1.5435
CompressionProcessing | 6-10 | 1.4301 | 1.2425 | 0.8487 | 1 | 1.4301
ConstructiveEmergence | 1 | 1.1780 | 1.0776 | 0.8305 | 1 | 1.1780
DecayToNeutral | 1 | 1.1580 | 1.0086 | 0.9062 | 3 | 1.0243
DestructiveRotation | 1 | 1.8149 | 1.6276 | 1.7980 | 3 | 1.7468
DestructiveRotation | 2 | 1.6826 | 1.6326 | 1.4143 | 1 | 1.6826
DestructiveRotation | 3 | 1.0336 | -0.0000 | 0.5004 | 0 | 0.0000
DestructiveRotation | 4 | -0.0000 | N/A | N/A | 0 | 0.0000
ExhaustionPersistence | 1 | 1.6846 | 1.5473 | 1.6073 | 3 | 1.6131
ExhaustionPersistence | 2 | 0.5803 | 0.7337 | 0.5763 | 2 | 0.6570
ExhaustionPersistence | 3 | 0.9008 | 0.5489 | 0.5196 | 2 | 0.7249
ExhaustionPersistence | 4 | 1.5370 | 1.4402 | 1.2945 | 1 | 1.5370
ExhaustionPersistence | 5 | 1.6524 | 1.4942 | 0.8676 | 1 | 1.6524
ExhaustionPersistence | 6-10 | 1.3934 | 0.6365 | 1.3297 | 1 | 1.3934
MixedStructure | 1 | 1.7605 | 1.7186 | 1.7607 | 3 | 1.7466
MixedStructure | 2 | 1.6819 | 1.6485 | 1.5968 | 3 | 1.6424
MixedStructure | 3 | 1.5287 | 1.0549 | 1.0397 | 1 | 1.5287
MixedStructure | 4 | 1.3209 | -0.0000 | 0.6931 | 0 | 0.0000
MixedStructure | 5 | -0.0000 | N/A | N/A | 0 | 0.0000
NeutralProcessing | 1 | 1.2623 | 1.2605 | 1.2465 | 3 | 1.2564
NeutralProcessing | 11-20 | 0.8432 | 1.1205 | 1.0988 | 3 | 1.0208
NeutralProcessing | 2 | 1.2354 | 1.2109 | 1.0659 | 3 | 1.1707
NeutralProcessing | 21+ | 0.7959 | N/A | N/A | 1 | 0.7959
NeutralProcessing | 3 | 0.8439 | 0.7992 | 0.8115 | 3 | 0.8182
NeutralProcessing | 4 | 0.4516 | 0.4644 | 0.1952 | 3 | 0.3704
NeutralProcessing | 5 | 0.7665 | 0.7551 | 0.4947 | 3 | 0.6721
NeutralProcessing | 6-10 | 0.9239 | 1.0049 | 1.0297 | 3 | 0.9862
ReassertionProcessing | 1 | 1.3784 | 1.3656 | 1.3282 | 3 | 1.3574
